No,VF,LCD,PLD,ASA,Density,Henry_0.1,Henry_30,Henry_100,Min(Ef)_0.1,Min(Ef)_30,Min(Ef)_100,Henry_ave,Min(Ef)_ave,Fe,Voro_H,V<12,"V=[12,16]",V>16,Adsorption_0.1bar,Adsorption_30bar,Adsorption_100bar,Work_12,Work_23,Enthalpy_0.1bar,Enthalpy_30bar,Enthalpy_100bar,Adsorption_0.1bar(g/L),Adsorption_30bar(g/L),Adsorption_100bar(g/L)
304,0.638851,5.46045,4.02121,1314.88,1.44318,2.30E-06,2.31E-06,2.30E-06,-2.586673333,-2.65646,-2.6073,-12.98260144,-2.616811111,-6.77545,-86.49019723,0.41031941,0.547092547,0.042588043,0.022960878,7.261882239,13.57830958,7.238921361,6.316427341,-11.57642,-14.54943,-17.17657,0.06679957,21.12683205,39.50307324
308,0.507624,6.68277,5.20945,851.232,1.42635,4.19E-06,4.19E-06,4.20E-06,-3.67559,-3.627216667,-3.659673333,-12.38280982,-3.65416,23.7605,-103.7394317,0.290456432,0.698,0.011065007,0.042013285,8.019815157,10.97481083,7.977801872,2.954995673,-14.36246,-19.0275,-20.68182,0.120802917,23.05977902,31.55642713
309,0.442318,5.24914,3.63233,812.063,1.06088,1.06E-05,1.06E-05,1.06E-05,-4.479953333,-4.544946667,-4.466173333,-11.45465656,-4.497024444,-8.35219,21.79930696,0.096246119,0.879480666,0.024273215,0.105024123,10.06909704,13.25169089,9.964072917,3.18259385,-17.59765,-19.73983,-19.94245,0.224605301,21.53383914,28.34015591
310,0.480396,6.98662,4.54599,772.575,1.41213,4.31E-06,4.30E-06,4.30E-06,-3.720606667,-3.771096667,-3.72275,-12.35689554,-3.738151111,17.8894,165.1361435,0.09787234,0.892198582,0.009929078,0.042676373,6.902768873,9.670164071,6.8600925,2.767395198,-14.71843,-17.85558,-19.20021,0.121486175,19.65000602,27.52790738
311,0.718075,11.60663,10.8411,1201.25,1.18056,3.07E-06,3.06E-06,3.06E-06,-3.091753333,-3.060486667,-3.071373333,-12.69709564,-3.074537778,-5.42144,-6.145369372,0.426624738,0.554507338,0.018867925,0.030892929,8.88779762,17.66212082,8.856904691,8.7743232,-12.11756,-13.88052,-17.2056,0.073521071,21.15177886,42.03350366
312,0.759268,11.18831,10.36233,2568.18,0.650265,6.87E-06,6.86E-06,6.85E-06,-3.564183333,-3.507813333,-3.458993333,-11.88980312,-3.51033,-5.21868,-21.88317512,0.522693452,0.47172619,0.005580357,0.068541679,16.8546131,34.05952517,16.78607142,17.20491207,-13.18441,-13.79584,-16.91321,0.089848285,22.09397422,44.64714002
314,0.344674,4.39355,3.51141,232.332,1.88869,5.59E-06,5.61E-06,5.59E-06,-4.498263333,-4.41116,-4.434996667,-12.09274396,-4.44814,7.53825,-96.2275803,0.173775671,0.812006319,0.014218009,0.055766308,3.999711111,4.992651115,3.943944803,0.992940004,-18.0099,-18.97547,-18.86703,0.212323102,15.22838968,19.00888204
315,0.343581,4.38758,3.47257,222.528,1.92319,5.81E-06,5.81E-06,5.82E-06,-4.584593333,-4.575206667,-4.599346667,-12.05592999,-4.586382222,9.32108,-98.35349991,0.170854271,0.814070352,0.015075377,0.057595785,3.960740423,4.925050197,3.903144638,0.964309774,-18.26424,-19.47528,-18.92392,0.223294266,15.35547478,19.09402688
317,0.707889,9.43954,9.3327,3324.8,0.545319,1.56E-05,1.57E-05,1.57E-05,-5.538496667,-5.56204,-5.389886667,-11.06184985,-5.496807778,-6.46824,-32.94892117,0.330453564,0.638588913,0.030957523,0.156223088,22.09857803,40.28183844,21.94235494,18.18326041,-18.76073,-14.5906,-17.81116,0.171735676,24.29291524,44.28173097
318,0.717239,23.90591,23.68287,1687.4,0.58107,2.85E-06,2.85E-06,2.85E-06,-2.533313333,-2.493203333,-2.53116,-12.76819156,-2.519225555,-3.19105,406.736634,0.128019324,0.8647343,0,0.029198465,8.923106077,26.59686374,8.893907612,17.67375766,-10.16073,-11.42233,-11.42309,0.03420213,10.45223549,31.1546989
319,0.596541,6.4809,5.30449,1773.59,0.922041,7.54E-06,7.53E-06,7.52E-06,-3.914196667,-3.9293,-3.90771,-11.79661552,-3.917068889,-6.53002,-3.200004858,0.148579752,0.835396941,0.016023307,0.07482675,14.19455232,20.06084855,14.11972557,5.86629623,-14.56775,-18.54929,-20.17324,0.139082277,26.38375522,37.28758088
320,0.717999,10.05086,9.33161,2285.6,0.716453,5.08E-06,5.08E-06,5.07E-06,-3.273906667,-3.249673333,-3.27789,-12.1901993,-3.267156667,-0.363055,-48.8982914,0.580645161,0.417204301,0.002150538,0.049720855,15.3041403,29.49786194,15.25441945,14.19372164,-12.03934,-14.21698,-17.36479,0.071810999,22.10351385,42.60326861
321,0.598205,5.66105,5.15189,972.608,1.22694,1.09E-05,1.09E-05,1.09E-05,-4.491853333,-4.493196667,-4.460033333,-11.42674777,-4.481694444,-1.60057,583.4193063,0.137426901,0.830409357,0.032163743,0.110647931,12.47455313,14.9993635,12.3639052,2.52481037,-16.4913,-22.60532,-22.2133,0.273672588,30.85410822,37.09888281
323,0.632127,6.88627,5.4605,1535.89,1.22293,3.37E-06,3.37E-06,3.37E-06,-3.443003333,-3.2164,-3.38002,-12.60059781,-3.346474444,-6.87089,-70.47647631,0.178117048,0.72519084,0.096692112,0.033340966,9.815636835,16.44019333,9.782295869,6.624556495,-12.75401,-16.34698,-18.85611,0.082194821,24.19829444,40.52968192
324,0.63264,6.87627,5.44252,1515.55,1.23822,3.34E-06,3.34E-06,3.35E-06,-3.29115,-3.378616667,-3.326703333,-12.60953975,-3.332156667,-7.23206,-38.85420872,0.169238683,0.741255144,0.089506173,0.033046713,9.672372,16.2365567,9.639325287,6.5641847,-12.66804,-16.29103,-19.09069,0.082487997,24.14323612,40.52811681
325,0.630222,6.85047,5.36083,1514.88,1.24692,3.09E-06,3.09E-06,3.09E-06,-3.074543333,-3.069456667,-3.055416667,-12.68733947,-3.066472222,-7.00345,-36.52063145,0.161646586,0.742971888,0.095381526,0.030938648,9.11984758,15.67633276,9.088908932,6.55648518,-12.32714,-15.78819,-18.81013,0.077768657,22.92402361,39.40467416
326,0.630365,6.83761,5.38008,1496.77,1.25989,3.30E-06,3.30E-06,3.29E-06,-3.307233333,-3.298406667,-3.291053333,-12.62158809,-3.298897778,-7.25622,-27.69589174,0.157575758,0.749494949,0.092929293,0.032907616,9.495462445,15.924151,9.462554829,6.428688555,-12.76118,-16.29849,-19.03621,0.083578337,24.11645258,40.44395254
329,0.323568,4.83388,3.55837,390.744,1.444,1.74E-06,1.74E-06,1.74E-06,-2.987906667,-2.940183333,-2.973063333,-13.26162544,-2.967051111,-2.95857,205.6751884,0.19702381,0.80297619,0,0.017474424,3.669770639,6.660599786,3.652296215,2.990829147,-13.80567,-14.7683,-15.92373,0.050866838,10.68244809,19.38854453
330,0.518648,6.15137,3.73173,1188.99,1.16488,5.71E-06,5.71E-06,5.70E-06,-3.687526667,-3.741273333,-3.71737,-12.07329153,-3.71539,-8.01775,-45.5264977,0.205798865,0.782035685,0.01216545,0.057311444,9.509634842,13.41658673,9.452323398,3.906951888,-14.9709,-17.94372,-19.42296,0.134582074,22.33107889,31.50561107
331,0.648517,10.04483,6.62383,1853.36,0.931123,3.49E-06,3.50E-06,3.48E-06,-3.020433333,-2.99887,-2.92239,-12.56560882,-2.980564444,-5.59963,4.901230442,0.321227843,0.660181582,0.018590575,0.034527109,9.633100879,20.48376997,9.59857377,10.85066909,-12.43415,-13.33161,-16.7532,0.064808497,18.08164086,38.44869649
339,0.35045,5.62751,4.22562,1184.82,0.840322,7.03E-06,7.03E-06,7.01E-06,-3.894503333,-3.90674,-3.858456667,-11.86674734,-3.886566667,-4.24324,233.2045011,0.055404794,0.889642696,0.05495251,0.069973,9.057657366,12.51879612,8.987684366,3.461138754,-15.79413,-18.56563,-19.38561,0.118533444,15.34356572,21.20669432
343,0.685932,7.78728,5.42279,2268.71,0.89237,5.09E-06,5.07E-06,5.11E-06,-3.492143333,-3.544143333,-3.496936667,-12.18823273,-3.511074444,-5.90588,-75.86255931,0.294294294,0.6996997,0.006006006,0.051070929,15.12270255,23.69480202,15.07163162,8.57209947,-12.50106,-16.77935,-19.26699,0.091872048,27.20439348,42.6248361
344,0.0724942,5.06674,3.79593,48.5611,1.66764,2.52E-06,2.53E-06,2.50E-06,-4.705223333,-4.85989,-4.773233333,-12.89125166,-4.779448889,36.256,121.8443359,0.04324587,0.929543246,0.027210884,0.024226263,1.027736078,1.221122528,1.003509815,0.19338645,-19.83704,-20.74879,-20.6718,0.081442933,3.45500422,4.105123462
346,0.429684,4.63203,3.88005,492.07,1.65805,5.81E-06,5.83E-06,5.80E-06,-5.255623333,-5.041743333,-5.151866667,-12.05592999,-5.149744444,-4.23225,-70.42919313,0.119435396,0.83713355,0.043431053,0.056729408,6.238935791,8.610693211,6.182206383,2.37175742,-17.85647,-19.12387,-19.54846,0.189614066,20.85320512,28.78063788
347,0.274531,5.07248,3.95449,256.261,2.01174,7.32E-06,7.31E-06,7.32E-06,-5.135396667,-5.1735,-5.10127,-11.82490023,-5.136722222,60.0298,411.5510942,0.042253521,0.88028169,0.077464789,0.072773727,3.069475224,3.89496539,2.996701497,0.825490166,-19.07405,-22.15305,-22.48005,0.295128496,12.44803095,15.79574559
348,0.353851,5.65942,4.53312,616.079,1.60054,2.80E-06,2.79E-06,2.80E-06,-3.4839,-3.540123333,-3.519763333,-12.78589114,-3.514595555,-5.62267,257.5348215,0.075098814,0.866930171,0.057971014,0.027938122,4.414257925,6.24582791,4.386319803,1.831569985,-14.89676,-17.68233,-18.9601,0.090142255,14.24258808,20.15214236
349,0.521965,8.64942,5.89297,953.245,1.65261,1.10E-06,1.10E-06,1.10E-06,-2.328413333,-2.324453333,-2.31775,-13.72020038,-2.323538889,-3.7938,-64.53640947,0.175400291,0.793304221,0.031295488,0.011102418,3.804787145,8.970082654,3.793684727,5.165295509,-10.25857,-12.6504,-16.23909,0.0369873,12.6755093,29.88350248
350,0.527847,9.50649,5.60745,992.428,1.63668,1.02E-06,1.02E-06,1.02E-06,-2.237586667,-2.248363333,-2.231313333,-13.79570793,-2.239087778,-3.85339,76.6065763,0.231687243,0.763374486,0.004938272,0.010213453,3.551071534,8.997770618,3.540858081,5.446699084,-9.95456,-12.14881,-15.84482,0.033697761,11.71622956,29.68679879
351,0.461965,6.9088,6.22371,836.895,1.23144,5.27E-06,5.28E-06,5.28E-06,-3.891533333,-3.87132,-4.000346667,-12.15158446,-3.921066667,-7.53581,67.95959647,0.113821138,0.869918699,0.016260163,0.053080933,8.54383566,11.53531201,8.490754727,2.99147635,-15.92806,-18.88365,-20.31032,0.13176998,21.20951896,28.63566535
354,0.382668,5.52406,3.92313,543.715,1.18663,1.29E-05,1.28E-05,1.29E-05,-4.853653333,-4.85176,-4.840423333,-11.25828325,-4.848612222,-5.68745,175.3574485,0.10734127,0.875595238,0.017063492,0.128986533,7.543287542,9.452082647,7.414301009,1.908795105,-18.46903,-21.11591,-20.80826,0.308549161,18.04432592,22.61036173
355,0.562592,5.52101,4.86798,1207.04,1.02515,1.39E-05,1.38E-05,1.38E-05,-4.829256667,-4.837166667,-4.858233333,-11.19084197,-4.841552222,21.0031,-72.07041232,0.244535519,0.711748634,0.043715847,0.138573194,13.69917517,16.82621162,13.56060198,3.12703645,-17.12149,-22.05588,-22.3995,0.286372506,28.31043296,34.77270201
356,0.565473,5.50782,4.17283,1348.01,1.00212,1.54E-05,1.54E-05,1.54E-05,-4.802093333,-4.837653333,-4.995933333,-11.08114305,-4.87856,-5.71471,-97.97362127,0.145539906,0.805164319,0.049295775,0.153197806,14.01830835,18.48686302,13.86511054,4.46855467,-17.75431,-22.03217,-23.34292,0.309483109,28.319137,37.3463041
357,0.710337,11.68284,11.06612,1222.81,1.17569,2.96E-06,2.97E-06,2.96E-06,-3.011296667,-3.02038,-2.989173333,-12.73032129,-3.00695,-4.92029,-7.306308981,0.458089669,0.50877193,0.033138402,0.029417067,8.679333789,17.51563318,8.649916722,8.836299391,-12.02995,-13.77147,-17.1256,0.069719918,20.57045468,41.51292567
358,0.510912,6.40381,4.69222,1349.06,1.06179,5.95E-06,5.96E-06,5.98E-06,-3.893273333,-3.902403333,-3.885653333,-12.03044008,-3.893776666,-5.69716,51.96673376,0.138861139,0.822177822,0.038961039,0.059720257,9.898804339,14.30321233,9.839084082,4.404407991,-14.87911,-17.55626,-19.13716,0.1278277,21.18780889,30.61518532
363,0.631911,7.07301,4.22148,1724.98,0.942864,1.24E-05,1.24E-05,1.24E-05,-4.23083,-4.20526,-4.1404,-11.29781409,-4.192163333,-15.342,-76.85811581,0.17882033,0.786333503,0.034846167,0.12222894,15.55621134,20.50134007,15.4339824,4.94512873,-16.17679,-19.9014,-21.08075,0.232320629,29.56770148,38.96691102
364,0.525375,5.12269,3.45419,788.401,1.16048,1.57E-05,1.57E-05,1.56E-05,-4.7951,-4.833063333,-4.812083333,-11.06184985,-4.813415555,-7.00114,-33.31549094,0.098752228,0.862388592,0.03885918,0.155315061,11.73736728,14.44202822,11.58205222,2.70466094,-18.02863,-21.9524,-21.78411,0.363342256,27.45826112,33.78551361
365,0.52503,5.16275,3.44043,786.633,1.16139,1.57E-05,1.57E-05,1.56E-05,-4.839083333,-4.838156667,-4.824066667,-11.06184985,-4.833768889,-6.95579,-81.87230871,0.206521739,0.748550725,0.044927536,0.15724453,11.7163325,14.35239726,11.55908797,2.63606476,-18.0826,-21.82372,-22.28341,0.36814449,27.43054564,33.60216075
366,0.606996,6.56769,3.53945,1458.15,0.927551,1.08E-05,1.08E-05,1.07E-05,-4.148416667,-4.050146667,-4.085753333,-11.43596442,-4.094772222,-10.3045,-40.41207678,0.158263305,0.828781513,0.012955182,0.108315914,16.18884317,21.72024035,16.08052726,5.53139718,-16.07823,-19.50385,-20.58353,0.202532509,30.27040907,40.61318981
375,0.591156,11.31824,4.82783,1362.39,0.953196,5.88E-06,5.87E-06,5.87E-06,-4.07613,-4.162813333,-4.08005,-12.04565592,-4.106331111,-3.99522,-201.0209047,0.502659574,0.497340426,0,0.05860032,8.687614832,16.30532074,8.629014512,7.617705908,-15.32768,-13.78213,-15.08295,0.1126022,16.69350169,31.33114262
376,0.605105,11.14531,5.11367,1379.2,0.988754,6.15E-06,6.19E-06,6.17E-06,-4.304343333,-4.16945,-4.16452,-11.99581172,-4.212771111,-4.11693,-168.3165521,0.44722855,0.55277145,0,0.059911433,8.770162244,16.26051731,8.710250811,7.490355066,-15.58135,-13.92545,-15.21906,0.119416032,17.48076994,32.41061617
377,0.600903,7.24414,4.10133,1514.1,1.00634,8.15E-06,8.11E-06,8.15E-06,-4.125776667,-4.127876667,-4.098683333,-11.71872038,-4.117445556,-6.49812,4.35920093,0.127683616,0.850282486,0.022033898,0.082683891,13.19211803,18.47671973,13.10943414,5.2846017,-15.21011,-18.59021,-20.42066,0.167737558,26.76233112,37.4829948
378,0.601104,7.25413,3.96206,1238.7,1.19701,7.63E-06,7.64E-06,7.64E-06,-4.13339,-4.227653333,-4.172886667,-11.78211295,-4.177976667,-6.75775,60.35139028,0.236204955,0.745777027,0.018018018,0.076381925,11.48699201,15.70144125,11.41061009,4.21444924,-15.57017,-19.22657,-20.7584,0.184311763,27.71843932,37.88802552
379,0.601447,7.21467,4.00751,1244.04,1.19501,7.38E-06,7.39E-06,7.39E-06,-4.21315,-4.262653333,-4.20059,-11.81538282,-4.225464444,-6.68892,25.22566718,0.23352794,0.743119266,0.023352794,0.073222215,11.32229266,15.62099698,11.24907045,4.29870432,-15.45922,-18.95566,-20.70314,0.176392079,27.27536632,37.63093109
380,0.605458,7.52706,4.25645,1394.38,1.10002,6.79E-06,6.80E-06,6.78E-06,-3.878523333,-3.90787,-3.911186667,-11.90005962,-3.899193333,-6.64742,-72.81436102,0.239583333,0.742324561,0.018092105,0.06768364,11.98679478,17.00431481,11.91911114,5.01752003,-14.90859,-18.35564,-20.03389,0.150089035,26.58081713,37.70720953
381,0.59601,7.67214,4.16375,1323.47,1.13544,6.82E-06,6.80E-06,6.80E-06,-3.90716,-3.923563333,-3.92124,-11.89711844,-3.917321111,-6.52169,-20.13415637,0.168086315,0.810902896,0.021010789,0.068144255,11.79395985,16.51408864,11.7258156,4.72012879,-15.07024,-18.56894,-20.35772,0.15597612,26.99532192,37.79927563
382,0.603865,7.42407,4.18447,1353.25,1.13542,6.84E-06,6.84E-06,6.83E-06,-4.048546667,-4.040116667,-4.077353333,-11.89272283,-4.055338889,-6.31665,-15.1603709,0.195899141,0.782488224,0.021612635,0.068849007,11.61829977,16.42643068,11.54945076,4.80813091,-14.99698,-18.56127,-20.22454,0.157586459,26.59278325,37.5979721
383,0.597853,7.37149,4.08673,1290.31,1.16787,7.12E-06,7.16E-06,7.12E-06,-4.117226667,-4.102663333,-4.110006667,-11.85119932,-4.109965556,-6.42621,-9.776187198,0.252873563,0.721334455,0.025791982,0.071637972,11.47017617,15.93878405,11.3985382,4.46860788,-15.27133,-18.79995,-20.68831,0.168656258,27.0040726,37.52445257
384,0.59257,7.41567,4.10221,1250.73,1.17666,7.03E-06,7.03E-06,7.02E-06,-4.016306667,-4.075216667,-4.05402,-11.86532385,-4.048514445,-6.44266,-13.67076705,0.250140056,0.731932773,0.017927171,0.070838646,11.3759943,15.78676297,11.30515565,4.41076867,-15.3019,-18.9686,-20.76494,0.168029648,26.98391946,37.44628639
385,0.594348,7.34566,4.46775,1257.27,1.1848,7.14E-06,7.15E-06,7.15E-06,-4.17479,-4.132926667,-4.15898,-11.8483982,-4.155565556,-6.49256,-12.96131794,0.248215266,0.732015376,0.019769357,0.071922675,11.30918121,15.6875497,11.23725854,4.37836849,-15.35048,-18.84644,-20.49158,0.171781169,27.01101379,37.46837312
386,0.265132,5.68113,3.48192,273.553,1.88262,2.97E-06,2.99E-06,2.98E-06,-4.111923333,-4.018963333,-4.177133333,-12.72358726,-4.102673333,17.9683,477.657036,0.049837071,0.933678359,0.01648457,0.029544685,3.566074337,5.101328488,3.536529652,1.535254151,-17.03185,-20.01549,-20.77066,0.112126098,13.53373711,19.36023542
388,0.3516,4.94744,4.30554,504.441,1.40464,8.65E-06,8.61E-06,8.62E-06,-4.529096667,-4.73457,-4.586003333,-11.66026605,-4.616556667,7.55799,107.4862411,0.06517094,0.896367521,0.038461538,0.085567663,6.317702847,8.001333921,6.232135184,1.683631074,-17.867,-21.93957,-22.14222,0.242292169,17.88911693,22.65646258
389,0.361647,4.97243,4.41894,517.215,1.40413,8.63E-06,8.63E-06,8.61E-06,-4.625926667,-4.518766667,-4.541796667,-11.66142547,-4.562163334,4.62279,-57.06996298,0.081761006,0.892033543,0.026205451,0.085659879,6.548232618,8.277814335,6.462572739,1.729581717,-17.80763,-21.96066,-21.88407,0.24246522,18.5351495,23.43083015
390,0.380821,5.76423,4.32234,597.205,1.33702,9.79E-06,9.81E-06,9.78E-06,-4.600483333,-4.597973333,-4.552923333,-11.5341491,-4.583793333,3.87399,-27.74174129,0.098746082,0.873040752,0.028213166,0.098844417,7.059638601,8.680082852,6.960794184,1.620444251,-17.81618,-22.22804,-21.57695,0.266412577,19.02764539,23.39518321
391,0.388073,5.77401,4.33507,613.119,1.35332,1.04E-05,1.04E-05,1.04E-05,-4.65125,-4.66186,-4.706523333,-11.47370475,-4.673211111,3.87607,69.73173159,0.083591331,0.882352941,0.034055728,0.104925859,7.137876281,8.751112062,7.032950422,1.613235781,-18.05129,-22.60596,-21.95298,0.286251459,19.47305957,23.87417766
392,0.602579,6.5445,4.08405,1541.19,0.976829,1.25E-05,1.25E-05,1.25E-05,-4.27338,-4.323906667,-4.28289,-11.28978191,-4.293392222,-13.7673,-34.52418767,0.15735335,0.811509591,0.031137059,0.123891119,14.41812041,18.52588904,14.29422929,4.10776863,-16.51898,-19.9854,-20.69526,0.24396268,28.39173081,36.48062575
394,0.619299,6.73587,4.93398,1810.29,1.07778,2.84E-06,2.84E-06,2.83E-06,-2.608326667,-2.60596,-2.62191,-12.77170651,-2.612065556,-5.4475,-24.68612315,0.212053571,0.759176587,0.028769841,0.028070707,8.873368392,16.86018428,8.845297685,7.986815888,-11.65637,-14.30434,-17.63647,0.060988527,19.27894697,36.63170335
397,0.672195,7.5599,7.08936,2144.64,0.883035,5.03E-06,5.03E-06,5.03E-06,-3.37004,-3.3787,-3.339056667,-12.20009057,-3.362598889,-6.06812,-99.60920756,0.45412844,0.510703364,0.035168196,0.05095939,14.28554577,24.29683638,14.23458638,10.01129061,-12.65453,-16.1396,-19.37791,0.090712433,25.42959425,43.25061854
398,0.67303,7.5043,7.0319,2167.97,0.882059,5.00E-06,4.99E-06,4.99E-06,-3.35681,-3.353113333,-3.392336667,-12.20807465,-3.36742,-6.08977,-96.35396324,0.469730124,0.506929249,0.023340627,0.050666687,14.35249173,24.482161,14.30182504,10.12966927,-12.61081,-16.14314,-19.38624,0.090091708,25.52052575,43.5323449
399,0.678402,7.45841,6.98279,2149.74,0.890235,5.15E-06,5.15E-06,5.15E-06,-3.427423333,-3.382136667,-3.35793,-12.17651384,-3.389163333,-6.36413,-78.58059831,0.412318841,0.557971014,0.029710145,0.051455532,14.78173554,24.61177654,14.73028001,9.830041,-12.69508,-16.46617,-19.60083,0.092342454,26.52740506,44.16846478
400,0.673723,7.37416,6.85261,2217.37,0.876532,4.98E-06,4.98E-06,4.98E-06,-3.357973333,-3.36793,-3.338343333,-12.21008067,-3.354748889,-6.01719,-45.89590191,0.436708861,0.535161744,0.028129395,0.049935967,14.45892769,24.78564006,14.40899172,10.32671237,-12.55016,-16.15319,-19.49212,0.088236021,25.54868417,43.79581276
402,0.527479,5.52177,5.0097,885.315,1.2732,9.77E-06,9.74E-06,9.77E-06,-4.519666667,-4.583316667,-4.553956667,-11.53721816,-4.552313334,9.43583,52.012188,0.186379928,0.784946237,0.028673835,0.096990811,9.652942833,12.76301046,9.555952022,3.110067627,-16.43674,-20.93126,-22.03882,0.248938402,24.77542084,32.75777769
403,0.411968,6.89851,4.43313,979.503,1.12027,5.04E-06,5.02E-06,5.03E-06,-3.75634,-3.757043333,-3.689113333,-12.20009057,-3.734165555,-5.65248,100.5873668,0.102872135,0.873929854,0.023198012,0.050457195,7.126461331,11.25583045,7.076004136,4.129369119,-15.69402,-16.60821,-18.69177,0.113948992,16.09390062,25.41937831
406,0.463434,5.41999,4.17098,774.706,1.71115,4.51E-06,4.51E-06,4.49E-06,-3.784186667,-3.83216,-3.840053333,-12.31143316,-3.8188,-5.77427,44.54416042,0.102430556,0.861111111,0.036458333,0.044634313,6.384895614,8.688983454,6.340261301,2.30408784,-15.58024,-19.90635,-20.5207,0.15396486,22.02452542,29.97241436
407,0.283582,4.06578,3.41694,224.17,1.5866,1.03E-05,1.03E-05,1.03E-05,-5.209373333,-5.21879,-5.14973,-11.48336666,-5.192631111,12.4385,285.1776814,0.078869048,0.904761905,0.016369048,0.102912878,5.022604725,6.370116004,4.919691847,1.347511279,-19.60041,-22.96715,-24.33767,0.329156056,16.06427488,20.3741485
411,0.473865,4.97259,4.54176,760.531,1.37299,8.26E-06,8.30E-06,8.24E-06,-4.4045,-4.437986667,-4.3648,-11.70287605,-4.402428889,-6.01147,-144.6741489,0.118589744,0.842948718,0.038461538,0.081830181,7.865009349,10.77502627,7.783179168,2.910016921,-16.78045,-20.01444,-21.04987,0.226488191,21.76863981,29.82293541
413,0.485703,4.77107,3.58548,937.591,1.03045,9.67E-06,9.72E-06,9.71E-06,-4.055276667,-4.070613333,-4.033133333,-11.54338467,-4.053007778,-9.91852,-55.37867174,0.127155172,0.829741379,0.043103448,0.098264693,10.73486764,14.94313702,10.63660295,4.20826938,-16.3918,-19.35505,-20.43963,0.204121665,22.29914922,31.04083379
414,0.456358,5.43686,3.78223,1016.39,1.07065,1.17E-05,1.16E-05,1.17E-05,-4.755743333,-4.60304,-4.668903333,-11.35592172,-4.675895555,3.03575,116.8664633,0.111279717,0.848760749,0.039959535,0.117799014,10.6907219,13.24852999,10.57292289,2.55780809,-17.74222,-20.87109,-21.35102,0.254245838,23.07380562,28.59432774
415,0.515393,6.50226,5.12268,1122.14,1.052,1.02E-05,1.02E-05,1.02E-05,-4.544266667,-4.56331,-4.58675,-11.49312284,-4.564775556,17.1451,115.5416335,0.111498258,0.845528455,0.042973287,0.101532856,11.64714903,14.42651924,11.54561617,2.77937021,-16.74637,-20.64912,-20.93494,0.215321313,24.70017604,30.59440245
417,0.610346,5.17658,3.60592,1405.42,1.07008,7.11E-06,7.13E-06,7.14E-06,-3.93303,-3.92688,-3.896016667,-11.85119932,-3.918642222,-7.01101,-208.0907081,0.248558247,0.719146482,0.032295271,0.071844137,12.86956318,17.92597307,12.79771904,5.05640989,-14.60854,-18.2565,-19.94573,0.154978786,27.76161515,38.66906426
418,0.513953,5.32495,4.20541,978.673,1.21453,7.70E-06,7.67E-06,7.69E-06,-4.080473333,-4.12288,-4.09906,-11.77558977,-4.100804444,-8.88164,-155.1971551,0.174723757,0.796270718,0.029005525,0.076929888,9.092205591,12.44353686,9.015275703,3.351331269,-16.01298,-19.0147,-19.95849,0.18835104,22.26087189,30.46609286
419,0.356459,4.47282,3.73452,225.855,1.33979,8.28E-06,8.27E-06,8.29E-06,-4.629146667,-4.642906667,-4.701186667,-11.70166759,-4.657746667,-4.95322,-48.69753604,0.154730327,0.830238727,0.015030946,0.083067566,6.88454682,9.568130749,6.801479254,2.683583929,-18.51599,-19.40625,-19.76727,0.224353523,18.59416866,25.84214205
420,0.487217,6.43226,5.12557,1088.12,1.10154,1.03E-05,1.03E-05,1.03E-05,-4.897726667,-4.827606667,-4.88716,-11.48336666,-4.870831111,13.986,-28.87850661,0.069293099,0.857222688,0.073484213,0.104086184,10.81813982,13.65075559,10.71405364,2.83261577,-17.67146,-20.32409,-20.90491,0.231130913,24.0224633,30.31249186
421,0.358427,4.47128,4.12009,719.541,1.27058,8.45E-06,8.45E-06,8.47E-06,-4.643306667,-4.680873333,-4.634736667,-11.68016138,-4.652972222,41.0292,22.65793686,0.104377104,0.831649832,0.063973064,0.083329706,7.046892172,8.931590342,6.963562466,1.88469817,-17.35485,-19.95029,-20.23849,0.213435443,18.04946432,22.87681112
422,0.48672,4.94632,3.62201,756.478,1.26241,7.68E-06,7.67E-06,7.68E-06,-4.314286667,-4.309003333,-4.346853333,-11.77689101,-4.323381111,4.49783,-135.9949075,0.139517345,0.820512821,0.039969834,0.076558979,8.910369725,11.83990739,8.833810746,2.929537665,-15.88131,-19.62733,-20.2103,0.194832425,22.6757065,30.13099044
424,0.371468,7.03468,4.31602,507.166,1.6199,4.46E-06,4.46E-06,4.45E-06,-4.600926667,-4.78925,-4.70047,-12.32036179,-4.696882222,-4.52586,49.52710758,0.096274794,0.880986938,0.022738268,0.043350513,5.087464584,6.835117604,5.044114071,1.74765302,-17.37834,-18.69404,-20.1163,0.141562141,16.61323776,22.32024066
425,0.704452,5.24199,4.19483,1978.01,0.961151,1.30E-05,1.30E-05,1.30E-05,-4.291303333,-4.242426667,-4.31366,-11.2505612,-4.282463333,-8.44012,-203.8661508,0.230945822,0.760789715,0.008264463,0.130194658,16.81559198,21.43062771,16.68539732,4.61503573,-15.64783,-19.91757,-20.60438,0.252260623,32.58130378,41.52323585
427,0.575316,8.8542,3.40153,1540.2,0.911325,5.84E-06,5.82E-06,5.84E-06,-4.08671,-4.00964,-3.99402,-12.05249356,-4.030123333,-9.55341,-110.0734175,0.24028462,0.755336617,0.004378763,0.057668722,12.97849213,21.47981999,12.92082341,8.50132786,-15.0993,-16.57935,-19.31341,0.105944469,23.84307136,39.46104644
