No,VF,LCD,PLD,ASA,Density,Henry_0.1,Henry_30,Henry_100,Min(Ef)_0.1,Min(Ef)_30,Min(Ef)_100,Henry_ave,Min(Ef)_ave,Fe,Voro_H,V<12,"V=[12,16]",V>16,Adsorption_0.1bar,Adsorption_30bar,Adsorption_100bar,Work_12,Work_23,Enthalpy_0.1bar,Enthalpy_30bar,Enthalpy_100bar,Adsorption_0.1bar(g/L),Adsorption_30bar(g/L),Adsorption_100bar(g/L)
245,0.561140362,0.094092079,0.095501105,0.122174623,0.222449412,9.84E-07,9.85E-07,9.82E-07,-2.115416667,-2.07466,-2.06331,-13.83163994,0.848605259,0.162900592,0.21246512,0.063189782,0.943021114,0,0.009964746,3.251491454,11.86231704,3.241526708,8.610825585,-9.62849,-10.6889,-13.79167,0.018180804,5.932386839,21.64294586
247,0.565577647,0.095662222,0.09691864,0.129663957,0.219347451,1.32E-06,1.33E-06,1.32E-06,-2.421796667,-2.389486667,-2.493133333,-13.53787882,0.800887878,0.164966138,0.65482484,0.091866268,0.914154507,0,0.013359509,3.911463802,11.55977254,3.898104293,7.648308738,-10.66288,-11.09685,-12.71245,0.024051417,7.041894146,20.81131226
249,0.839981109,0.185075356,0.178986079,0.476156855,0.073089967,3.03E-06,3.05E-06,3.06E-06,-2.807623333,-2.727516667,-2.78221,-12.70036897,0.754900108,0.219461215,0.231653935,0.071467071,0.881274081,0.229413096,0.030964226,9.210146624,25.37244357,9.179182398,16.16229695,-10.96349,-11.83095,-12.22543,0.020428247,6.076274942,16.73914101
250,0.599393962,0.037854991,0.031097215,0.221233437,0.177876811,3.34E-06,3.32E-06,3.32E-06,-3.19302,-3.072743333,-3.17464,-12.61253825,0.703912826,0.243215681,0.302472422,0.101374164,0.871473525,0.15871132,0.032823196,9.687768855,20.74009943,9.654945659,11.05233057,-12.34091,-13.73496,-17.01981,0.048477048,14.30800458,30.63134991
251,0.506897045,0.046403886,0.045696213,0.125977974,0.229754531,3.88E-06,3.89E-06,3.91E-06,-3.607616667,-3.527933333,-3.723936667,-12.4571014,0.639485606,0.156397222,0.278482903,0.075835691,0.900878955,0.140986862,0.038732151,9.350068724,13.87759569,9.311336573,4.527526961,-13.96083,-17.62281,-19.47902,0.072873817,17.59197927,26.11043651
252,0.613358684,0.140467505,0.139800502,0.165250279,0.173244548,3.84E-06,3.85E-06,3.82E-06,-3.385463333,-3.49817,-3.375666667,-12.47003819,0.666734435,0.122193902,0.189411971,0.134222178,0.844449141,0.129752146,0.038281586,9.820614936,20.7689807,9.78233335,10.94836577,-13.36876,-13.61129,-16.5813,0.055155717,14.14944137,29.92373459
253,0.728030959,0.230615232,0.231328387,0.250919127,0.123538201,3.34E-06,3.30E-06,3.31E-06,-3.54098,-3.450483333,-3.571666667,-12.61554578,0.652940374,0.201265884,0.24539917,0.082789884,0.884619188,0.185371643,0.032946746,7.762712728,18.06267328,7.729765981,10.29996055,-13.52517,-12.85376,-15.59099,0.034698069,8.175348948,19.02281614
254,0.808720936,0.133612231,0.125822101,0.445349713,0.089013369,1.96E-05,1.97E-05,1.95E-05,-4.63172,-4.674523333,-4.645176667,-10.83998099,0.499110012,0.131168071,0.099404557,0.150068503,0.835012254,0.098525244,0.194058136,21.91820612,49.49471603,21.72414799,27.57650991,-16.93231,-12.63339,-11.87735,0.152125133,17.18201615,38.79966297
255,0.838431932,0.419536449,0.422172635,0.243638427,0.075545687,3.39E-06,3.37E-06,3.38E-06,-2.18886,-2.136746667,-2.199743333,-12.59763485,0.836257964,0.139746746,0.221124733,0.143744777,0.826230724,0,0.034224963,10.72041033,36.89846023,10.68618537,26.1780499,-8.71456,-9.3881,-9.37991,0.023234914,7.277956938,25.04991846
256,0.795962359,0.080133903,0.069306502,0.531542304,0.095938498,1.91E-05,1.91E-05,1.91E-05,-4.856193333,-4.796393333,-4.797976667,-10.86582222,0.476448611,0.133267913,0.108569772,0.338515997,0.626995793,0.186339258,0.185322557,22.54488562,49.72334506,22.35956306,27.17845944,-16.90341,-12.69486,-12.98949,0.155285603,18.89082591,41.66421914
257,0.790108684,0.241150757,0.239784361,0.346194156,0.089434719,4.47E-06,4.47E-06,4.48E-06,-3.33131,-3.377023333,-3.348083333,-12.31812215,0.675945457,0.137659586,0.196256987,0.130852211,0.81885486,0.268697868,0.045085734,11.04019964,20.96846813,10.99511391,9.928268488,-13.77647,-15.32535,-18.47124,0.035491541,8.690857742,16.50640202
258,0.662157751,0.123794716,0.125685082,0.21381364,0.152404537,3.15E-06,3.14E-06,3.14E-06,-2.977966667,-2.9216,-2.925753333,-12.67128776,0.731837971,0.131077092,0.444043735,0.143105304,0.862575765,0,0.031591675,10.06511036,26.8214263,10.03351869,16.75631594,-11.46072,-12.81297,-14.57,0.040382675,12.86592367,34.2850114
259,0.717385901,0.150270565,0.152434334,0.260139548,0.126529009,3.30E-06,3.30E-06,3.30E-06,-2.810253333,-2.77774,-2.736973333,-12.62158809,0.754554307,0.134654155,0.544468707,0.176085136,0.829377282,0,0.0333942,10.45158395,30.57803999,10.41818975,20.12645604,-11.05887,-11.94261,-12.61094,0.035948186,11.25092025,32.91664604
260,0.771828398,0.238568923,0.237822871,0.291847545,0.105970759,3.59E-06,3.60E-06,3.59E-06,-3.119356667,-3.117733333,-3.097043333,-12.53457671,0.708737546,0.136709413,0.325791118,0.127179575,0.807947841,0.338701406,0.035846241,9.978977669,25.53235388,9.943131428,15.55337621,-12.33757,-12.94682,-13.25401,0.032840784,9.142310081,23.39164431
261,0.774461999,0.320385915,0.32158411,0.26328872,0.1018193,4.74E-06,4.69E-06,4.67E-06,-3.58273,-3.628343333,-3.680586667,-12.26794805,0.638024918,0.135768557,0.209572633,0.125232204,0.765567892,0.551244009,0.046878545,12.34914464,31.04599212,12.30226609,18.69684748,-13.17285,-13.1744,-13.20628,0.041430412,10.91395114,27.43788748
262,0.918203468,0.20641891,0.185126652,0.764972438,0.044389069,5.06E-06,5.06E-06,5.05E-06,-1.79212,-1.767006667,-1.773183333,-12.19414407,0.890422682,0.140737167,0.133921126,0.82657913,0.174570622,0,0.050257218,18.40868975,79.34874231,18.35843253,60.94005256,-6.95636,-8.27727,-10.2906,0.021907819,8.024603581,34.58921902
263,0.60459477,0.067923917,0.06723406,0.187412956,0.192582693,1.59E-06,1.59E-06,1.60E-06,-2.264913333,-2.324143333,-2.20781,-13.35177654,0.823930947,0.142093708,0.222321673,0.10891191,0.872969181,0.115170623,0.015950529,4.914488578,15.12508008,4.898538049,10.2105915,-10.23418,-10.85443,-13.59991,0.025386826,7.821888896,24.07304322
264,0.840047502,0.195627465,0.196508151,0.416160612,0.072288627,2.15E-05,2.13E-05,2.12E-05,-5.18796,-5.215073333,-5.219003333,-10.75680349,0.423263032,0.126865955,0.168800707,0.455368451,0.514446603,0.16199824,0.200116855,21.31787253,59.33755166,21.11775567,38.01967913,-19.04262,-11.3545,-11.64123,0.130773927,13.93097004,38.77636725
265,0.659601609,0.14316643,0.144812952,0.180180063,0.166102282,4.41E-06,4.44E-06,4.44E-06,-3.695673333,-3.581793333,-3.722746667,-12.32711097,0.633096533,0.132162182,0.161187408,0.052334888,0.895671388,0.2793458,0.044716706,10.26635547,25.28614544,10.22163876,15.01978997,-13.85626,-12.71867,-13.82542,0.061936707,14.21983645,35.0236122
266,0.675137639,0.165335449,0.167031327,0.185080963,0.158466287,2.63E-06,2.64E-06,2.64E-06,-2.81243,-2.80812,-2.894143333,-12.84852671,0.745940605,0.140647482,0.513138143,0.080167133,0.924929116,0.004803466,0.026345996,6.856998859,19.97715603,6.830652864,13.12015717,-11.54788,-10.8034,-11.57409,0.034922721,9.089239255,26.48055724
267,0.568687066,0.048081373,0.045753025,0.149057796,0.18797628,7.96E-06,8.01E-06,8.03E-06,-4.605646667,-4.47092,-4.535576667,-11.73606902,0.514513373,0.126928916,0.297563701,0.120150859,0.81687808,0.329809929,0.079727513,11.95884995,19.2219977,11.87912244,7.263147752,-16.83311,-16.22621,-18.72577,0.124030079,18.60408096,29.90317656
268,0.451104552,0.041600903,0.037157916,0.073532912,0.24190905,1.34E-06,1.34E-06,1.34E-06,-2.869706667,-2.905003333,-2.941186667,-13.52284094,0.736805855,0.361777065,0.802461795,0.041327791,0.81475286,0.720336341,0.013526457,4.074395769,7.813588221,4.060869312,3.739192452,-12.52441,-15.44047,-18.4566,0.026731904,8.052097806,15.44174404
269,0.648403275,0.135693094,0.135914172,0.184999463,0.14694767,2.04E-06,2.04E-06,2.03E-06,-2.5112,-2.496516667,-2.50198,-13.10256075,0.791568045,0.156202166,0.593990741,0.112655978,0.782044706,0.532946412,0.020479595,6.233110042,19.9739456,6.212630447,13.74083555,-10.48485,-10.97953,-12.50302,0.025306928,7.702343095,24.68208983
270,0.810214785,0.359973745,0.362756241,0.253697754,0.075897242,1.94E-06,1.94E-06,1.93E-06,-1.211933333,-1.25915,-1.31634,-13.15282258,0.960561447,0.135205468,0.424874068,0.094279922,0.854281767,0,0.019191508,6.36045808,27.18198747,6.341266572,20.82152939,-6.26741,-7.05427,-8.41918,0.013081498,4.335475889,18.52804465
271,0.757808349,0.253601873,0.256038728,0.205791835,0.120464674,2.81E-06,2.81E-06,2.81E-06,-2.428496667,-2.422453333,-2.497383333,-12.78232607,0.798894036,0.1356471,0.302876486,0.104727607,0.855525593,0.160437703,0.028568724,7.953160987,25.83779328,7.924592263,17.88463229,-10.55193,-10.38969,-10.38317,0.02940257,8.185292881,26.59193065
272,0.756524745,0.25215644,0.254516925,0.208692156,0.121224654,2.87E-06,2.87E-06,2.89E-06,-2.423503333,-2.479453333,-2.484316667,-12.75772026,0.797126137,0.13486795,0.283903879,0.105357333,0.839298291,0.235835132,0.029395328,8.024187922,25.79489882,7.994792594,17.7707109,-10.7148,-10.245,-10.48435,0.030427517,8.305949757,26.70066251
273,0.78852631,0.245430807,0.247987239,0.243308074,0.097947018,2.75E-06,2.76E-06,2.75E-06,-2.18854,-2.16608,-2.23576,-12.80390965,0.833305563,0.138640755,0.376841059,0.199839266,0.782935159,0,0.028120414,8.984700026,31.50555652,8.956579612,22.52085649,-9.2317,-9.89056,-10.22386,0.024003137,7.669196802,26.89264111
274,0.840711435,0.328025868,0.330174207,0.275816962,0.07448068,2.80E-06,2.79E-06,2.80E-06,-2.117123333,-2.005903333,-2.035103333,-12.78589114,0.852929968,0.140951416,0.556690269,0.159289534,0.789574468,0,0.027922674,9.016708037,34.27106227,8.988785364,25.25435424,-8.06839,-8.72356,-9.23335,0.018724456,6.046446455,22.981574
275,0.42563166,0.06566019,0.071199371,0.086288266,0.233613889,1.86E-06,1.87E-06,1.86E-06,-3.197163333,-3.12401,-3.161286667,-13.19493407,0.702003428,0.351565483,0.56721639,0.027596804,0.870312563,0.520268922,0.018659982,5.132948596,10.19426701,5.114288614,5.061318409,-13.50395,-14.33578,-17.13141,0.035670018,9.812033504,19.4871403
276,0.494348714,0.105679408,0.110927899,0.108996553,0.213202982,2.04E-06,2.02E-06,2.02E-06,-2.584853333,-2.66845,-2.64496,-13.10747476,0.77392689,0.295154271,0.426023577,0.062106642,0.82551664,0.56847802,0.019811499,5.691409402,13.63675016,5.671597904,7.945340759,-12.03673,-12.81815,-15.13509,0.03471776,9.973651356,23.89710213
277,0.899414168,0.097949032,0.082882758,0.901450763,0.045616928,5.53E-06,5.54E-06,5.51E-06,-1.85377,-1.772373333,-1.75124,-12.10532274,0.888376326,0.133354752,0.120348359,0.76415438,0.232375826,0.024127399,0.053590195,18.33385289,82.31631458,18.2802627,63.98246169,-7.94038,-8.23595,-10.91487,0.02387386,8.167535679,36.67103911
278,0.838996275,0.075036903,0.071639169,0.876859403,0.073030513,5.62E-06,5.61E-06,5.60E-06,-2.52436,-2.50267,-2.52352,-12.09095984,0.78971328,0.121553874,0.103903638,0.698923729,0.293721667,0.044822048,0.055779663,19.7397874,72.23541088,19.68400774,52.49562348,-9.02464,-10.2002,-14.68668,0.036774048,13.01391666,47.62288458
279,0.968640237,0.283176214,0.239092804,0.937410894,0.013328094,7.57E-06,7.52E-06,7.55E-06,-1.562916667,-1.503446667,-1.60939,-11.79396299,0.920230742,0.137392148,0.118539191,0.500236309,0.278116175,0.050049455,0.074870939,24.30792065,105.8373433,24.23304971,81.52942264,-6.01805,-6.1837,-7.4745,0.014501434,4.708097852,20.49918526
280,0.892066644,0.092762056,0.077102778,0.890691651,0.048424204,5.61E-06,5.61E-06,5.59E-06,-1.832226667,-1.78704,-1.78766,-12.09274396,0.887035042,0.122528054,0.116262443,0.687006152,0.306791272,0.0396786,0.056710955,18.580856,82.17694097,18.52414505,63.59608497,-8.12051,-8.64217,-11.28029,0.026505667,8.684353514,38.40800478
281,0.830453672,0.077436434,0.073431,0.886124394,0.075442288,5.80E-06,5.81E-06,5.82E-06,-2.51188,-2.540066667,-2.55659,-12.05592999,0.787080651,0.11277784,0.118153916,0.624994795,0.351305553,0.125520638,0.058042719,20.9044098,71.51646065,20.84636709,50.61205085,-9.13381,-10.61503,-15.205,0.039357697,14.17489472,48.49399289
282,0.963450495,0.274866656,0.233431241,0.948707929,0.014992814,7.39E-06,7.34E-06,7.36E-06,-1.562266667,-1.547806667,-1.587466667,-11.81945063,0.919241614,0.136627234,0.133696746,0.585058387,0.330820942,0.061644492,0.073663202,23.82509334,101.986606,23.75143013,78.16151266,-6.12843,-6.50951,-7.50859,0.015223828,4.92388481,21.07736968
283,0.813844284,0.067354259,0.06136953,0.818831134,0.08250959,5.95E-06,5.98E-06,5.95E-06,-2.502063333,-2.50636,-2.507363333,-12.03044008,0.791291556,0.106807096,0.128392046,0.492899667,0.479387956,0.148953377,0.059080603,21.80704348,65.98805739,21.74796287,44.18101391,-9.58554,-11.3101,-15.69587,0.043317645,15.98883083,48.38216091
284,0.962166891,0.277712702,0.229376143,0.891008951,0.016642023,7.61E-06,7.57E-06,7.59E-06,-1.623653333,-1.582696667,-1.696556667,-11.78867897,0.909917846,0.135193108,0.125453575,0.538307724,0.343388357,0.203098317,0.075822718,24.5805343,102.6770071,24.50471158,78.09647278,-6.70469,-6.78973,-7.93999,0.016645311,5.396148275,22.54061478
285,0.768309554,0.260089066,0.262783411,0.218079914,0.108116282,2.66E-06,2.65E-06,2.65E-06,-2.25708,-2.301466667,-2.30954,-12.84095092,0.820697517,0.138039229,0.52164058,0.073360133,0.893994325,0,0.026814431,8.480072459,29.25413765,8.453258028,20.77406519,-9.39156,-10.21458,-10.58075,0.025014882,7.910964515,27.290857
286,0.738532164,0.108645123,0.112715609,0.346594071,0.121868311,1.42E-05,1.42E-05,1.42E-05,-4.419583333,-4.470923333,-4.478343333,-11.16226859,0.525559033,0.128977315,0.218956301,0.178642669,0.825180418,0.007776768,0.143510558,21.04674068,41.83411489,20.90323013,20.78737421,-16.15031,-13.76467,-14.93109,0.149270154,21.89142223,43.51306867
287,0.837247919,0.219440355,0.209585568,0.360012291,0.086376702,1.11E-05,1.11E-05,1.10E-05,-4.660796667,-4.528223333,-4.49854,-11.40856545,0.511089412,0.132348735,0.169601169,0.261260878,0.665928077,0.332201208,0.109206156,20.9582383,48.91038989,20.84903214,27.95215159,-15.02767,-12.80217,-11.19265,0.083362877,15.99853994,37.33590653
288,0.952905027,0.263307115,0.205692331,0.831603878,0.021941207,6.01E-06,6.04E-06,6.04E-06,-1.4425,-1.423796667,-1.428176667,-12.01876355,0.937541078,0.133356111,0.138371301,0.58893069,0.359801592,0.181868485,0.059672632,19.95571611,89.81072432,19.89604348,69.85500821,-6.02915,-6.56808,-8.16026,0.015565897,5.205545772,23.427565
289,0.964623443,0.492958053,0.487419138,0.803922031,0.016634268,7.80E-06,7.79E-06,7.80E-06,-2.128433333,-2.101476667,-2.112906667,-11.76138682,0.844545084,0.13758446,0.159030924,0.383270596,0.522748202,0.224553615,0.078212056,24.41773905,103.4836651,24.33952699,79.06592603,-6.96134,-7.0197,-8.1348,0.01716511,5.358933246,22.71144155
290,0.681478198,0.055037266,0.04450682,0.310756721,0.148741638,9.27E-06,9.26E-06,9.26E-06,-4.133316667,-4.122733333,-4.055936667,-11.58980651,0.573541251,0.107003809,0.205994576,0.237097304,0.730226592,0.180876084,0.092119251,19.96331044,35.03493479,19.87119119,15.07162435,-14.95897,-15.20337,-18.42687,0.115121841,24.94823866,43.78331526
291,0.634184045,0.114884239,0.116609514,0.168449447,0.195382213,3.18E-06,3.17E-06,3.19E-06,-2.975703333,-3.023673333,-3.025213333,-12.65862936,0.722790996,0.148172903,0.266641434,0.057386408,0.948862963,0,0.03145924,8.589996193,21.37525989,8.558536953,12.7852637,-12.16996,-12.71054,-14.86069,0.050757273,13.85935512,34.48747951
292,0.766494804,0.272475641,0.275365443,0.198282937,0.118662951,2.57E-06,2.56E-06,2.56E-06,-2.125726667,-2.107356667,-2.199363333,-12.8755033,0.84047583,0.135336566,0.324233172,0.112693047,0.85259012,0,0.024510736,8.206537106,27.53574495,8.18202637,19.32920784,-9.36239,-10.17411,-10.65361,0.024881747,8.330756927,27.95254503
293,0.664370861,0.147990142,0.149846009,0.167752888,0.179241674,5.36E-06,5.36E-06,5.35E-06,-3.560083333,-3.549616667,-3.546206667,-12.13654658,0.648728258,0.119890423,0.125592403,0.070802962,0.833628802,0.487631063,0.054765501,12.03992625,26.16026221,11.98516075,14.12033596,-13.66438,-13.52202,-14.11037,0.081466868,17.91009065,38.91491177
295,0.597512819,0.051367548,0.055187182,0.179402016,0.177271928,7.73E-06,7.64E-06,7.92E-06,-6.15434,-6.01136,-6.240753333,-11.76652822,0.296848875,0.153734815,0.239260988,0.148911769,0.837138508,0.093914664,0.074737782,11.26503992,20.6615324,11.19030214,9.396492481,-22.20718,-14.91272,-17.87292,0.110028751,16.58435982,30.4178494
296,0.781698867,0.250977796,0.25372355,0.233349827,0.099236917,2.83E-06,2.84E-06,2.83E-06,-2.314313333,-2.25646,-2.208056667,-12.77523385,0.824749822,0.138447925,0.432488901,0.167133613,0.810574328,0,0.028501474,9.022615608,30.46197797,8.994114134,21.43936236,-9.31682,-10.13897,-10.20059,0.024615107,7.792321605,26.30828347
297,0.762865304,0.192259606,0.194333892,0.26006131,0.107309772,3.03E-06,3.03E-06,3.02E-06,-2.208463333,-2.142513333,-2.294996667,-12.71025373,0.830781593,0.133029464,0.226730101,0.170338753,0.781319833,0.25808851,0.029912391,9.505022053,30.07422053,9.475109663,20.56919848,-9.87201,-10.48301,-10.88388,0.027716799,8.80734623,27.86674995
298,0.809063967,0.208031408,0.207582416,0.298999999,0.088884121,2.94E-06,2.95E-06,2.92E-06,-2.132173333,-2.15265,-2.154553333,-12.73710098,0.840161204,0.138552364,0.360337472,0.190642017,0.785827006,0.138515737,0.029782459,9.125041594,32.27953964,9.095259135,23.15449805,-9.12435,-9.59038,-10.09816,0.023316905,7.144061819,25.27188773
299,0.702978558,0.110605309,0.111852945,0.266247725,0.142012966,6.64E-06,6.63E-06,6.62E-06,-3.266533333,-3.22307,-3.288716667,-11.92390575,0.68857121,0.11096032,0.195398029,0.181661698,0.780993971,0.205014722,0.066877848,14.18800855,32.26861882,14.1211307,18.08061027,-13.90534,-13.20751,-14.95696,0.080068242,16.98632554,38.63299504
300,0.657654073,0.127070807,0.128887765,0.155041004,0.184967378,2.32E-06,2.31E-06,2.32E-06,-2.777096667,-2.796826667,-2.73292,-12.97394337,0.755377117,0.270648673,0.344087963,0.104664509,0.899278922,0.009550919,0.023513446,6.363969055,18.63543094,6.340455608,12.27146189,-11.25575,-11.36489,-12.82414,0.036027535,9.750936463,28.55339199
301,0.714896153,0.183880017,0.188233533,0.184186622,0.145200232,2.96E-06,2.95E-06,2.95E-06,-2.531026667,-2.55667,-2.46332,-12.73370539,0.789692093,0.124864145,0.200805315,0.13300324,0.867762715,0.022476598,0.029399357,9.022527368,25.7367771,8.99312801,16.71424973,-10.72003,-11.33438,-11.5902,0.03592857,11.02631279,31.45257898
302,0.744629281,0.240363501,0.242949948,0.194415462,0.127084777,2.93E-06,2.94E-06,2.94E-06,-2.587173333,-2.593366667,-2.537723333,-12.73710098,0.782098996,0.135368661,0.601688904,0.163081398,0.824291025,0,0.028960148,8.94263487,26.70471588,8.913674722,17.76208101,-10.36754,-10.94246,-10.77659,0.031300535,9.665325519,28.86283244
303,0.749564515,0.237509051,0.240004148,0.200845303,0.121772668,3.20E-06,3.22E-06,3.21E-06,-2.543186667,-2.639996667,-2.60667,-12.64923962,0.778848768,0.129895975,0.220379942,0.124150196,0.858529578,0.026017672,0.031979376,8.752655008,25.55000944,8.720675631,16.79735444,-11.10893,-11.03435,-10.74449,0.033238971,9.097402203,26.55636626
304,0.708610922,0.18172621,0.185895296,0.178094746,0.150070311,2.97E-06,2.96E-06,2.95E-06,-2.526663333,-2.556913333,-2.62566,-12.73032129,0.782508812,0.124214282,0.175661507,0.134900639,0.866228758,0.022078952,0.029976828,8.84040113,24.88207363,8.810424302,16.0416725,-10.88765,-11.57914,-11.51972,0.037772785,11.13948988,31.35305777
305,0.738532164,0.204062294,0.206564798,0.188385522,0.129385398,3.22E-06,3.23E-06,3.22E-06,-2.557633333,-2.61972,-2.595353333,-12.6461292,0.779627236,0.127092239,0.215330572,0.125241999,0.875430529,0.024575875,0.032182117,8.842383597,25.53736387,8.81020148,16.69498027,-11.1413,-11.11848,-11.24247,0.035360275,9.715616673,28.0593163
306,0.745890753,0.212433255,0.215265512,0.192655059,0.127756868,3.00E-06,2.98E-06,3.00E-06,-2.52217,-2.51418,-2.453036667,-12.72023717,0.792490131,0.129898175,0.227986156,0.135294158,0.845758033,0.026832173,0.029788172,8.565275932,25.87018804,8.53548776,17.3049121,-10.559,-10.66718,-10.51723,0.032351604,9.30236375,28.09645613
307,0.729712922,0.239330969,0.243846031,0.176588621,0.138766247,2.56E-06,2.56E-06,2.56E-06,-2.254463333,-2.333413333,-2.322886667,-12.8755033,0.818759971,0.128631579,0.333816946,0.136664341,0.83452287,0.003183638,0.025813499,8.054302169,24.9642562,8.02848867,16.90995403,-10.05656,-11.01666,-11.01899,0.030251141,9.43893078,29.2559034
308,0.717452295,0.214934526,0.217471855,0.179912746,0.145394104,3.03E-06,3.02E-06,3.02E-06,-2.864286667,-2.921826667,-2.88377,-12.71025373,0.738894887,0.136136229,0.494100213,0.179974012,0.813111562,0,0.030348478,8.709151833,24.59345146,8.678803356,15.88429963,-11.14943,-11.46386,-11.05511,0.037134363,10.6565081,30.09251874
309,0.656381535,0.224288718,0.226234618,0.160850347,0.154472511,1.92E-06,1.92E-06,1.92E-06,-2.403796667,-2.467896667,-2.402873333,-13.16318537,0.802243086,0.141254832,0.31156953,0.057946468,0.902567259,0.215875369,0.018917125,4.928812813,16.16924851,4.909895689,11.24043569,-11.04203,-10.27838,-10.54644,0.024486261,6.379838291,20.92941946
310,0.564769862,0.11641651,0.117526874,0.15452266,0.196400691,3.85E-06,3.88E-06,3.87E-06,-3.608346667,-3.551323333,-3.61201,-12.46225605,0.643472081,0.127495435,0.161678743,0.052216691,0.910916603,0.20683898,0.038149498,8.901010659,18.80905855,8.862861161,9.90804789,-15.11597,-15.81648,-15.30105,0.061854539,14.43185198,30.49648622
311,0.557477666,0.035140266,0.0137487,0.153220829,0.230517097,1.21E-05,1.22E-05,1.23E-05,-5.672456667,-5.601053333,-5.719963333,-11.31407461,0.360998999,0.114563978,0.200781371,0.10755147,0.852194973,0.221315152,0.116105772,12.33867778,16.63612519,12.22257201,4.297447407,-18.25883,-18.91784,-20.18147,0.2191413,23.28836748,31.3994906
312,0.723549412,0.208987186,0.212434118,0.218144024,0.122607612,3.00E-06,3.00E-06,3.01E-06,-2.205163333,-2.216323333,-2.197433333,-12.71689827,0.83200983,0.120478749,0.312344289,0.147598489,0.826144134,0.152952499,0.029847609,9.201632806,28.99159498,9.171785197,19.78996217,-10.00602,-10.61623,-11.35629,0.031217585,9.623978738,30.32228079
313,0.717596147,0.198800694,0.202902154,0.211230619,0.127335518,2.69E-06,2.68E-06,2.68E-06,-2.134616667,-2.101656667,-2.130363333,-12.82969376,0.843463642,0.125317296,0.228515676,0.128597214,0.859565985,0.084432074,0.026807771,8.417384765,27.17104223,8.390576994,18.75365747,-9.80445,-10.54718,-11.38825,0.029026636,9.114087204,29.41997488
314,0.737868231,0.208681292,0.212408719,0.226545076,0.118626762,2.54E-06,2.54E-06,2.54E-06,-1.91547,-1.91005,-1.87972,-12.88334648,0.873491441,0.130914869,0.284510106,0.150751211,0.84412597,0.051544892,0.025291679,8.143063553,27.90711196,8.117771873,19.76404841,-9.10082,-10.10482,-11.1071,0.025667373,8.264024433,28.32165727
315,0.748269846,0.220385937,0.223041849,0.236822825,0.114219391,3.28E-06,3.28E-06,3.29E-06,-2.56067,-2.5418,-2.62035,-12.62766714,0.78189212,0.137161463,0.460195419,0.179808892,0.825628839,0,0.032448707,9.965622255,31.12706456,9.933173548,21.1614423,-10.58115,-10.96664,-11.34107,0.031815429,9.771130325,30.51957988
316,0.734050617,0.199010562,0.2015939,0.214408046,0.125626855,2.43E-06,2.42E-06,2.42E-06,-2.036513333,-2.063903333,-2.006953333,-12.93174302,0.855234502,0.134709868,0.567368513,0.160832748,0.844730791,0,0.024287461,7.856340196,26.77566516,7.832052735,18.91932496,-9.40421,-10.31299,-11.28446,0.025974092,8.401919803,28.63508781
317,0.60812468,0.083470164,0.08433516,0.176310427,0.187293849,3.47E-06,3.47E-06,3.46E-06,-3.033563333,-3.01118,-3.020283333,-12.57135596,0.720955147,0.160371159,0.221735837,0.149519611,0.856118933,0,0.034435421,10.51819525,22.39062182,10.48375983,11.87242657,-12.17486,-13.86181,-17.036,0.053387052,16.30691379,34.71336394
319,0.632767655,0.149720852,0.152092232,0.140485041,0.200112705,2.04E-06,2.04E-06,2.04E-06,-2.788383333,-2.76107,-2.733583333,-13.10256075,0.756457954,0.382480416,0.274042936,0.124942066,0.880859422,0,0.020554625,6.931658107,20.42107155,6.911103483,13.48941344,-10.67281,-12.27245,-14.02443,0.033921715,11.43945623,33.70130935
320,0.751191151,0.062536822,0.061380001,0.423346759,0.115054336,1.60E-05,1.59E-05,1.59E-05,-4.71799,-4.584726667,-4.648636667,-11.04919145,0.499113039,0.129653449,0.112430629,0.364154691,0.620980452,0.091460934,0.156408546,23.22273444,47.19626687,23.06632589,23.97353243,-16.32908,-13.60805,-16.61766,0.154374454,22.92072294,46.58247974
321,0.485263899,0.017922247,0.010696181,0.100270793,0.259758254,2.73E-05,2.73E-05,2.75E-05,-5.559,-5.516076667,-5.578106667,-10.50496754,0.376448366,0.092711346,0,0.083551219,0.882674806,0.191018333,0.272472692,10.75611227,12.73750044,10.48363958,1.981388166,-20.01179,-22.59856,-22.23524,0.5764063,22.75417336,26.94572964
322,0.520695784,0.017088826,0.01152899,0.118403865,0.241384302,2.27E-05,2.26E-05,2.26E-05,-5.229086667,-5.188486667,-5.17274,-10.69756065,0.42470329,0.097958589,0.113709631,0.105148759,0.86734418,0.160291837,0.22200539,11.5373603,13.8747602,11.31535491,2.337399897,-19.02312,-21.54235,-21.75568,0.43783364,22.75370188,27.36346521
323,0.469451231,0.026927967,0.025453586,0.098384877,0.260192528,1.06E-05,1.06E-05,1.06E-05,-4.322463333,-4.314656667,-4.35472,-11.45465656,0.542675509,0.100971462,0.116016471,0.130819059,0.792296672,0.396163136,0.106281996,9.400767609,12.14207731,9.294485613,2.741309703,-17.38503,-20.4171,-21.20823,0.225195729,19.91882726,25.72725448
324,0.708909692,0.033009429,0.026862321,0.456959696,0.140630008,7.87E-06,7.90E-06,7.91E-06,-3.41127,-3.469276667,-3.416286667,-11.74991442,0.665030399,0.104007825,0.116083927,0.349008421,0.655307545,0,0.079404834,20.85480591,36.31466219,20.77540108,15.45985628,-12.82261,-14.91337,-17.72185,0.094209561,24.74310468,43.08539202
