No,VF,LCD,PLD,ASA,Density,Henry_0.1,Henry_30,Henry_100,Min(Ef)_0.1,Min(Ef)_30,Min(Ef)_100,Henry_ave,Min(Ef)_ave,Fe,Voro_H,V<12,"V=[12,16]",V>16,Adsorption_0.1bar,Adsorption_30bar,Adsorption_100bar,Work_12,Work_23,Enthalpy_0.1bar,Enthalpy_30bar,Enthalpy_100bar,Adsorption_0.1bar(g/L),Adsorption_30bar(g/L),Adsorption_100bar(g/L)
46,0.77629888,0.2951565,0.297805611,0.186891348,0.11833983,2.71E-06,2.71E-06,2.71E-06,-2.356586667,-2.244113333,-2.25564,-12.81856192,0.821230823,0.135704755,0.45441989,0.170766639,0.829630851,0,0.026241031,8.692306963,27.91925747,8.666065932,19.22695051,-9.57603,-10.26702,-10.34824,0.02657211,8.801976423,28.27151032
47,0.714752301,0.150857926,0.149828966,0.255084349,0.128674532,3.87E-06,3.88E-06,3.87E-06,-2.86138,-2.89579,-2.948046667,-12.46225605,0.737290733,0.146026859,0.439348631,0.105073506,0.852376306,0.229358104,0.038743238,10.22522547,28.65510721,10.18648224,18.42988174,-11.55909,-11.18396,-10.95159,0.042354562,11.17833636,31.32609915
48,0.722321136,0.223489808,0.225842386,0.190436072,0.143980127,3.54E-06,3.52E-06,3.53E-06,-3.063473333,-2.961186667,-2.957933333,-12.55421269,0.724697669,0.135746557,0.268118296,0.179562992,0.760586348,0.306867631,0.035597894,9.138882257,23.64764779,9.103284363,14.50876553,-11.97672,-11.65774,-11.0553,0.043165009,11.08155254,28.67447507
49,0.774074704,0.052147297,0.048322412,0.563264416,0.101638353,5.36E-06,5.37E-06,5.37E-06,-2.125163333,-2.081196667,-2.110193333,-12.13654658,0.845737455,0.074504239,0.124125093,0.471505959,0.436611208,0.457231031,0.053392705,22.56392265,54.50071296,22.51052995,31.93679031,-9.41892,-12.48376,-16.75676,0.047112166,19.90974727,48.08983959
50,0.74813706,0.053314176,0.047005915,0.4666376,0.123328818,4.90E-06,4.90E-06,4.91E-06,-2.308336667,-2.306093333,-2.32246,-12.22627535,0.817573805,0.092907024,0.106778879,0.41575623,0.463509609,0.597300091,0.048325447,19.82950561,44.32066792,19.78118016,24.49116231,-10.03647,-13.07,-17.11956,0.050815335,20.85118768,46.60421612
51,0.7305871,0.311072509,0.313837294,0.220717268,0.120694736,3.04E-06,3.04E-06,3.04E-06,-2.806243333,-2.764576667,-2.802863333,-12.70365304,0.752342542,0.138996779,0.449629064,0.123388971,0.869357329,0,0.030675438,9.196599677,27.66985737,9.165924239,18.47325769,-10.79924,-11.20604,-11.15635,0.031625809,9.481524207,28.52711129
52,0.713468697,0.071982446,0.073263012,0.380964387,0.128837385,1.38E-05,1.38E-05,1.38E-05,-4.25419,-4.253893333,-4.31612,-11.19084197,0.550286313,0.12137418,0.081194241,0.194168167,0.810702385,0.002262406,0.139721582,22.73448166,40.98470008,22.59476008,18.25021842,-15.72155,-14.38292,-16.81632,0.152922719,24.88247478,44.85700538
53,0.478370062,0.064581045,0.064910193,0.117292202,0.221991873,3.73E-06,3.72E-06,3.71E-06,-3.372056667,-3.36206,-3.375383333,-12.50178689,0.673535443,0.353500901,0.354793657,0.091828588,0.914192437,0,0.03714516,10.88515247,16.02121139,10.84800731,5.136058921,-13.12775,-18.05869,-20.7232,0.067639271,19.82125748,29.17373523
54,0.711532227,0.213297153,0.216548145,0.18937983,0.137587501,3.73E-06,3.75E-06,3.74E-06,-2.896693333,-2.93895,-2.965393333,-12.49642495,0.732940449,0.129764553,0.141245698,0.134581114,0.87115647,0,0.037804442,10.5086504,28.92984688,10.47084595,18.42119648,-11.61723,-11.87628,-11.9623,0.043955953,12.21861028,33.63729034
55,0.719599011,0.138223162,0.142363651,0.298946753,0.127097701,4.62E-06,4.64E-06,4.61E-06,-3.281416667,-3.420253333,-3.28906,-12.28511585,0.678927671,0.168885248,0.279802307,0.103235236,0.901986454,0,0.04626395,10.8115411,30.11181502,10.76527715,19.30027392,-12.58399,-11.51884,-12.56658,0.050007391,11.68635539,32.5483082
56,0.615339417,0.139295808,0.14175464,0.151648417,0.190261392,2.85E-06,2.84E-06,2.85E-06,-2.88512,-3.014786667,-2.953176667,-12.76819156,0.730577499,0.173165429,0.556474662,0.110058741,0.895841421,0,0.028269588,8.902370774,22.3310624,8.874101186,13.42869162,-11.44553,-12.7787,-14.88645,0.044482059,14.00783709,35.13781802
57,0.796449243,0.354659818,0.357547064,0.203108836,0.097528254,3.06E-06,3.05E-06,3.05E-06,-2.416473333,-2.39924,-2.39044,-12.70036897,0.805349091,0.139399781,0.251250923,0.130741483,0.74564478,0.421330681,0.031078661,9.777268131,31.27613642,9.74618947,21.49886829,-9.42961,-10.29355,-9.91401,0.026426756,8.313790434,26.59467249
58,0.78318165,0.326761619,0.329536233,0.204236802,0.103277222,3.60E-06,3.58E-06,3.60E-06,-2.819223333,-2.804076667,-2.85863,-12.53457671,0.747428079,0.138702228,0.23641284,0.145200565,0.780836729,0.370584207,0.035654688,10.37658763,30.43034304,10.34093295,20.05375541,-10.87535,-10.92381,-9.92395,0.031916348,9.288618127,27.23976764
59,0.460930759,0.059206836,0.059945756,0.098007912,0.257868642,3.21E-06,3.21E-06,3.21E-06,-3.25655,-3.227746667,-3.259036667,-12.64923962,0.690159625,0.304181048,0.386019772,0.071193895,0.934963935,0,0.032512682,8.650517244,13.59235155,8.618004562,4.941834311,-13.03357,-18.0355,-21.72446,0.068300314,18.17238716,28.55383878
60,0.455652492,0.059231599,0.060003349,0.095817615,0.258750116,3.20E-06,3.21E-06,3.21E-06,-3.237026667,-3.25171,-3.195876667,-12.64923962,0.692825548,0.307503161,0.751595181,0.053972644,0.946903897,0.025862877,0.032187699,8.603042767,13.48948809,8.570855069,4.886445326,-12.99758,-18.12173,-21.91436,0.067838876,18.13179479,28.43047936
61,0.552907594,0.08507818,0.083960641,0.154947552,0.192921324,3.96E-06,3.95E-06,3.96E-06,-3.15314,-3.151293333,-3.148286667,-12.43926653,0.703353642,0.210110767,0.192532532,0.129750983,0.727366583,0.712555868,0.040166884,10.01989294,20.65054098,9.979726058,10.63064804,-13.01269,-13.89626,-16.85793,0.064035594,15.97409948,32.92188829
62,0.797068913,0.345951701,0.348595704,0.205661427,0.097158603,3.17E-06,3.16E-06,3.16E-06,-2.4554,-2.427886667,-2.417146667,-12.66493853,0.801068724,0.139222675,0.289546689,0.153262541,0.747134563,0.360911334,0.032117851,9.964474025,31.47946838,9.932356174,21.51499436,-9.78604,-10.04098,-9.71255,0.027217811,8.444250367,26.67682326
63,0.733287094,0.210530998,0.213082675,0.194238335,0.140981564,2.53E-06,2.52E-06,2.53E-06,-2.26203,-2.326043333,-2.288603333,-12.88729126,0.820307526,0.132349253,0.387065891,0.164400911,0.841138972,0,0.025658826,8.138459683,25.85149126,8.112800857,17.71303158,-9.9355,-10.93182,-11.46044,0.030513162,9.678156728,30.74227726
64,0.778456661,0.288996043,0.291774987,0.206525338,0.112218626,2.84E-06,2.83E-06,2.83E-06,-2.31532,-2.25214,-2.293373333,-12.77523385,0.821026823,0.135631376,0.353300412,0.096407568,0.845202445,0,0.028343213,9.157803419,29.5891607,9.129460207,20.43135728,-9.5796,-10.47886,-10.53339,0.027347822,8.836188718,28.55001314
