No,VF,LCD,PLD,ASA,Density,Henry_0.1,Henry_30,Henry_100,Min(Ef)_0.1,Min(Ef)_30,Min(Ef)_100,Henry_ave,Min(Ef)_ave,Fe,Voro_H,V<12,"V=[12,16]",V>16,Adsorption_0.1bar,Adsorption_30bar,Adsorption_100bar,Work_12,Work_23,Enthalpy_0.1bar,Enthalpy_30bar,Enthalpy_100bar,Adsorption_0.1bar(g/L),Adsorption_30bar(g/L),Adsorption_100bar(g/L)
201,0.70693,19.38998,19.13906,1646.42004,0.65492,3.00E-06,3.01E-06,3.01E-06,-3.052806667,-2.993766667,-2.96748,-12.71357048,-3.004684444,-2.59586,819.9516569,0.237982664,0.762017336,0,0.029867969,8.285629285,22.05828468,8.255761316,13.77265539,-11.8491,-11.96489,-11.59407,0.039432891,10.93902028,29.12223262
202,0.64564,21.8886,21.82039,875.01703,1.11483,2.41E-06,2.41E-06,2.42E-06,-2.2672,-2.23523,-2.293923333,-12.93588381,-2.265451111,-2.75145,792.5276101,0.149122807,0.850877193,0,0.024173752,7.412103305,24.53477748,7.387929553,17.12267418,-9.66314,-10.22837,-10.96049,0.054327208,16.65769043,55.1385634
203,0.93253,30.82595,21.37782,6945.16016,0.13438,6.34E-06,6.31E-06,6.31E-06,-1.898303333,-1.843843333,-1.77371,-11.97179135,-1.838618889,-3.60998,-49.79133779,0.476121563,0.256150507,0.01447178,0.061777363,20.53120103,92.45620641,20.46942366,71.92500538,-6.40898,-6.79516,-8.48149,0.016735114,5.561778236,25.04582736
204,0.76261,29.3658,29.18206,1965.17004,0.47826,2.78E-06,2.76E-06,2.76E-06,-2.520213333,-2.538843333,-2.55213,-12.79666324,-2.537062222,-2.91765,463.4136249,0.100217865,0.893246187,0,0.027374646,9.518658613,29.36977639,9.491283967,19.85111778,-10.07885,-11.72358,-11.02979,0.0263923,9.177079348,28.31583517
205,0.79858,34.38021,34.20807,2126.71997,0.39934,3.59E-06,3.60E-06,3.59E-06,-4.027133333,-3.814453333,-3.904243333,-12.53735836,-3.915276667,-2.84875,369.5850316,0.080145719,0.910746812,0,0.035784313,10.90175028,31.49430105,10.86596596,20.59255077,-12.11192,-11.94381,-10.68606,0.028807142,8.776143572,25.35359008
206,0.75344,27.37267,27.15258,1594.54004,0.56242,2.11E-06,2.11E-06,2.11E-06,-2.68715,-2.615213333,-2.616783333,-13.06882261,-2.639715556,15.5981,353.7227239,0.193111931,0.788437884,0,0.020582634,7.109166968,23.7606171,7.088584334,16.65145013,-9.45985,-10.6554,-10.45401,0.023335998,8.060168975,26.93910407
207,0.76707,31.97782,31.79578,1590.60999,0.52036,2.12E-06,2.13E-06,2.13E-06,-2.708916667,-2.63502,-2.498613333,-13.05938858,-2.614183333,14.8493,657.7752381,0.153121319,0.829210836,0,0.021586471,7.19169397,24.61246351,7.170107499,17.42076954,-9.09928,-10.14278,-10.08341,0.022643848,7.543966994,25.81806361
208,0.76144,28.61876,28.4512,1628.73999,0.54697,2.11E-06,2.10E-06,2.11E-06,-2.700743333,-2.664426667,-2.675876667,-13.07357321,-2.680348889,17.4478,650.3460722,0.158730159,0.81962482,0,0.021528306,7.08305485,23.85430619,7.061526544,16.77125134,-9.2212,-10.51288,-10.21003,0.023737667,7.809959613,26.30237544
209,0.78613,30.47384,30.33059,1944.23999,0.47046,5.23E-06,5.23E-06,5.19E-06,-3.014736667,-3.06517,-3.03561,-12.1649307,-3.038505556,-4.85827,86.23218247,0.140657511,0.704535997,0.122347066,0.052049469,14.73899858,36.63849818,14.68694912,21.8994996,-11.69082,-12.708,-11.15852,0.049363243,13.9783322,34.74761844
210,0.7137,28.54899,28.39359,997.479,0.84696,2.38E-06,2.39E-06,2.38E-06,-1.973673333,-1.937906667,-1.997276667,-12.94841007,-1.969618889,-2.4062,267.5028135,0.136037178,0.816645543,0.00295733,0.023966539,7.794493725,28.69164655,7.770527186,20.89715283,-8.42746,-9.27999,-10.02304,0.040919743,13.30808261,48.98724867
211,0.78412,29.61307,29.45341,2212.42993,0.41859,2.55E-06,2.55E-06,2.54E-06,-2.13302,-2.151913333,-2.126803333,-12.8794172,-2.137245556,-2.24336,367.9637489,0.192622951,0.790983607,0,0.026059038,8.151058886,28.8610646,8.124999849,20.71000572,-8.7939,-9.59072,-9.86604,0.021989325,6.878085272,24.3537516
212,0.71373,19.13609,19.00554,1811.78003,0.59228,3.07E-06,3.06E-06,3.06E-06,-2.734,-2.68992,-2.652333333,-12.69709564,-2.692084444,4.90385,335.0033959,0.129839471,0.823418319,0.031161473,0.031512701,9.108224881,26.12904838,9.07671218,17.0208235,-10.8371,-11.58118,-11.70556,0.037625075,10.87490542,31.19717987
213,0.70636,17.74283,17.50946,1771.46997,0.64036,3.71E-06,3.71E-06,3.70E-06,-3.158686667,-3.16995,-3.166283333,-12.50447868,-3.164973333,12.5212,385.3456377,0.143410853,0.807655039,0.048934109,0.037826701,9.735213043,25.4227036,9.697386342,15.68749056,-12.13045,-12.29304,-12.48123,0.048830069,12.56707862,32.81788631
214,0.82309,18.46826,17.39891,4381.72021,0.35119,1.92E-05,1.93E-05,1.93E-05,-4.761406667,-4.737976667,-4.68864,-10.85540546,-4.729341111,-3.14638,-100.9148893,0.308810173,0.683923706,0.007266122,0.189875295,22.4958318,53.63735114,22.3059565,31.14151934,-16.81876,-12.05533,-11.42673,0.134423525,15.92607928,37.97293269
215,0.71451,28.86274,28.79472,936.651,0.86795,2.04E-06,2.05E-06,2.04E-06,-1.823123333,-1.722406667,-1.778186667,-13.10256075,-1.774572222,-2.61743,426.3531417,0.147357724,0.804878049,0.005081301,0.019936423,6.709567247,26.190938,6.689630824,19.48137076,-7.89943,-8.5751,-9.61806,0.034882421,11.73961606,45.82584018
216,0.89917,16.11614,14.17588,7239.43018,0.1911,5.32E-06,5.32E-06,5.30E-06,-1.280683333,-1.264036667,-1.32996,-12.14403725,-1.29156,-3.45487,-24.03394996,0.658409248,0.256299611,0.085291141,0.052766352,18.03407668,84.38217794,17.98131033,66.34810126,-6.78998,-7.54449,-9.94367,0.020327428,6.947351543,32.5069403
217,0.89554,16.1092,14.1657,6601.52979,0.21188,4.82E-06,4.82E-06,4.80E-06,-1.321823333,-1.303706667,-1.28104,-12.24481347,-1.30219,-3.29816,-23.9789112,0.680758635,0.248940453,0.070300911,0.046876208,16.36070587,75.67712444,16.31382966,59.31641857,-6.86553,-7.56386,-9.96228,0.020021984,6.98806084,32.32356562
218,0.72,15.22205,14.61452,2336.6001,0.54593,3.08E-06,3.07E-06,3.07E-06,-2.537486667,-2.4661,-2.541036667,-12.693833,-2.514874444,-2.04299,280.4978889,0.180237489,0.772688719,0.047073791,0.030017043,9.168356877,26.60237322,9.138339834,17.43401634,-10.88196,-11.69752,-12.17541,0.033034637,10.090046,29.276693
219,0.67382,16.51747,16.38605,1842.12,0.64779,3.21E-06,3.22E-06,3.20E-06,-2.94475,-3.02549,-3.025183333,-12.64923962,-2.998474444,4.91384,191.2345811,0.137634409,0.79827957,0.064086022,0.03217373,8.556068054,22.64167183,8.523894325,14.08560378,-11.86492,-12.01277,-12.46357,0.042014609,11.17308611,29.56700992
220,0.74221,25.62212,25.51861,1972.40002,0.49313,2.90E-06,2.91E-06,2.90E-06,-2.410196667,-2.387353333,-2.405543333,-12.75079982,-2.401031111,-3.62187,311.5548026,0.139344262,0.769581056,0.08287796,0.028990818,8.434193253,25.86083784,8.405202435,17.42664459,-10.5299,-10.62488,-10.44767,0.028819508,8.384354799,25.70802368
221,0.73422,24.50352,24.38007,1920.18005,0.51077,2.92E-06,2.92E-06,2.91E-06,-2.687073333,-2.74665,-2.85045,-12.74392694,-2.761391111,-3.35578,270.922758,0.132656202,0.757156048,0.104647584,0.029028722,7.971355013,24.40773989,7.942326291,16.43638487,-10.90817,-10.61409,-10.12835,0.029889453,8.20771388,25.13145446
222,0.73129,23.3108,23.23815,1885.54004,0.51698,2.78E-06,2.78E-06,2.79E-06,-2.434043333,-2.367723333,-2.419103333,-12.79305963,-2.406956667,-3.32713,215.5432411,0.136636637,0.777177177,0.085285285,0.02790628,8.068166596,24.44204395,8.040260316,16.37387736,-10.48623,-10.75211,-10.23652,0.029083078,8.408398296,25.4727562
223,0.72704,24.14078,23.96858,1841.44995,0.51833,2.80E-06,2.80E-06,2.79E-06,-2.632413333,-2.821133333,-2.846346667,-12.78589114,-2.766631111,-3.63791,135.5529089,0.132819195,0.752927735,0.10996858,0.028342649,8.132017966,24.66131917,8.103675316,16.52930121,-10.80586,-10.69244,-10.23752,0.029614981,8.497073038,25.76839243
224,0.68025,20.94701,20.81746,1448.55005,0.61524,2.12E-06,2.12E-06,2.11E-06,-2.388526667,-2.413353333,-2.455443333,-13.06409447,-2.419107778,-3.09697,392.6904922,0.108877722,0.754247428,0.136156975,0.021321894,6.331083347,19.60596099,6.309761454,13.27487764,-10.32575,-10.77506,-10.72227,0.026444479,7.852126192,24.31629334
225,0.6743,19.35467,19.26829,1469.69995,0.63228,2.04E-06,2.04E-06,2.04E-06,-2.523486667,-2.53384,-2.404473333,-13.10256075,-2.487266667,-2.85876,127.2493297,0.119729793,0.730957372,0.148614023,0.020532025,6.168675281,19.30292084,6.148143256,13.13424556,-10.52494,-11.03689,-10.93319,0.026170132,7.862597254,24.60351461
226,0.46478,5.5683,4.91947,631.85797,1.04968,6.83E-06,6.83E-06,6.87E-06,-4.452093333,-4.430516667,-4.212703333,-11.89272283,-4.365104444,-6.88303,156.4383318,0.059378301,0.828278256,0.112343443,0.066844774,7.466280249,9.903165425,7.399435475,2.436885176,-17.54651,-20.0627,-20.42827,0.141445475,15.79886492,20.95538442
227,0.75296,27.37267,27.15258,1599.47998,0.56068,2.12E-06,2.12E-06,2.12E-06,-2.676063333,-2.629176667,-2.69004,-13.06409447,-2.665093333,13.1773,353.7314193,0.193111931,0.788437884,0,0.020702201,7.158215635,23.79388762,7.137513434,16.63567198,-9.46071,-10.75096,-10.38054,0.023398944,8.090670562,26.89336504
228,0.67,32,32,1568.03,0.518975,2.12E-06,2.13E-06,2.13E-06,-2.676496667,-2.64876,-2.489033333,-13.05938858,-2.604763333,12.9203,657.7841996,0.153121319,0.829210836,0,0.021637286,7.176910549,24.61164366,7.155273263,17.43473311,-9.11188,-10.15601,-10.10948,0.022636741,7.508421542,25.74848804
229,0.76098,28.61876,28.4512,1634.13,0.54517,2.11E-06,2.11E-06,2.11E-06,-2.73137,-2.645516667,-2.671163333,-13.06882261,-2.682683333,14.4855,650.3568733,0.158730159,0.81962482,0,0.021292779,7.133860567,23.95165398,7.112567788,16.81779342,-9.33657,-10.36245,-10.20158,0.023400707,7.840093499,26.32280304
230,0.62708,9.87639,9.11507,1733.82996,0.74705,3.87E-06,3.85E-06,3.88E-06,-2.8799,-2.839773333,-2.765543333,-12.46225605,-2.828405556,-1.98145,109.6096496,0.120366395,0.785601832,0.075568914,0.039263027,10.99779102,34.11399473,10.95852799,23.11620371,-10.99648,-10.67854,-10.38187,0.059128672,16.56226805,51.3744191
231,0.64221,18.5864,18.34669,1362.32996,0.70066,5.61E-06,5.62E-06,5.69E-06,-4.0503,-4.04027,-4.046463333,-12.08562649,-4.045677778,0.777937,220.132362,0.099229287,0.77381717,0.126953543,0.056935547,8.667226987,19.61891814,8.61029144,10.95169115,-16.16027,-13.00455,-11.86194,0.080418413,12.24199426,27.71067188
232,0.6812,17.54485,17.39813,1510.25,0.71943,2.75E-06,2.75E-06,2.74E-06,-2.790906667,-2.75505,-2.755556667,-12.80390965,-2.767171111,-3.69204,179.7574012,0.14572576,0.851405622,0.002868617,0.027733123,8.070309899,21.96987921,8.042576776,13.89956931,-11.45656,-11.87422,-12.45516,0.04022092,11.70424575,31.86257635
233,0.82443,43.89693,43.78149,1841.88,0.376,2.90E-06,2.91E-06,2.91E-06,-2.255996667,-2.259186667,-2.264816667,-12.74735748,-2.26,-2.33499,129.6067835,0.137751513,0.839735472,0.002673421,0.028854823,8.455171269,28.51636114,8.426316446,20.06118987,-9.38013,-9.16287,-8.8054,0.021871116,6.408773607,21.61457135
234,0.83009,44.62077,44.50286,1887.98999,0.36388,2.87E-06,2.86E-06,2.87E-06,-2.06341,-2.206176667,-2.263043333,-12.76119853,-2.177543333,-2.28713,154.3265879,0.099343186,0.848111658,0.004269294,0.028720578,8.450633365,29.15165371,8.421912788,20.70102034,-9.06163,-8.75383,-8.6367,0.021067647,6.198864199,21.38385784
235,0.58091,10.55424,10.03478,1336.09998,0.93307,3.19E-06,3.19E-06,3.21E-06,-3.838426667,-3.80053,-3.701236667,-12.65548964,-3.780064444,-3.43912,173.9141799,0.126820908,0.818337618,0.054841474,0.032211186,6.872956949,14.22619833,6.840745764,7.353241382,-14.83988,-14.16749,-15.29489,0.060587861,12.92773753,26.75886949
236,0.58536,10.55424,10.03478,1489.54004,0.84985,3.46E-06,3.47E-06,3.47E-06,-3.947446667,-3.772886667,-3.84501,-12.57135596,-3.855114444,-3.45571,158.6470965,0.126172208,0.819266837,0.054560955,0.034230707,7.552304956,15.85054856,7.51807425,8.298243604,-14.78315,-14.03906,-15.13798,0.058643897,12.93857576,27.15509034
237,0.59539,10.55424,10.03478,1594.46997,0.81904,3.31E-06,3.31E-06,3.29E-06,-3.766556667,-3.78891,-3.860286667,-12.62158809,-3.805251111,-3.22591,184.0798911,0.131467345,0.814249364,0.054283291,0.033096619,7.357145447,16.33245234,7.324048828,8.97530689,-14.70798,-13.8186,-14.60352,0.054645376,12.14728246,26.96628921
238,0.57493,10.55423,10.03477,1194.60999,1.02107,1.87E-06,1.87E-06,1.86E-06,-2.908526667,-2.90561,-2.816976667,-13.18957213,-2.877037778,-3.83246,360.9673376,0.113785558,0.846097739,0.040116703,0.018445931,5.696194295,12.57537014,5.677748364,6.879175844,-12.0171,-13.65822,-16.62662,0.037968267,11.72478768,25.88457087
239,0.80083,27.41477,27.14794,2555.88989,0.39033,2.81E-06,2.81E-06,2.82E-06,-2.08794,-2.036866667,-2.054513333,-12.77877367,-2.059773333,-2.4782,944.4433085,0.180985109,0.744558992,0.071019473,0.027583627,9.140717381,33.10440949,9.113133754,23.96369211,-8.65388,-9.47279,-10.18869,0.02170441,7.192450623,26.04848402
240,0.61999,11.3751,11.06228,1692.01001,0.74825,6.80E-06,6.75E-06,6.78E-06,-3.62057,-3.623146667,-3.615336667,-11.90153346,-3.619684444,-1.77183,18.68873935,0.1894067,0.659180236,0.121093019,0.069582002,16.2552315,37.27457498,16.1856495,21.01934348,-13.15553,-12.87698,-11.56526,0.104956254,24.51910201,56.22430579
241,0.58655,11.02482,10.72674,1514.69995,0.81305,5.24E-06,5.26E-06,5.26E-06,-2.969246667,-3.000863333,-3.030766667,-12.15728248,-3.000292222,-1.93927,221.5505035,0.219079312,0.69661675,0.048807543,0.052916665,13.97196028,36.5599788,13.91904362,22.58801852,-11.75043,-11.75296,-10.62767,0.086731008,22.90019986,59.92221597
242,0.64756,17.22858,16.93789,1127.60999,0.89269,9.15E-07,9.10E-07,9.11E-07,-1.51228,-1.582373333,-1.509313333,-13.90762585,-1.534655556,0.104024,424.0157164,0.142557652,0.857442348,0,0.009022468,2.991295019,11.9781395,2.982272551,8.986844476,-7.90251,-8.65355,-10.68107,0.016236436,5.383002652,21.55533181
243,0.71981,19.49908,19.33353,2090.81006,0.5476,3.19E-06,3.19E-06,3.19E-06,-2.40815,-2.478676667,-2.479143333,-12.65548964,-2.455323333,-4.42893,202.8195708,0.150859678,0.794786467,0.054353855,0.031852219,9.456151054,28.15700055,9.424298835,18.7008495,-10.84925,-11.36682,-11.8485,0.035161534,10.43860626,31.08239713
244,0.77125,24.82011,24.69607,2025.39001,0.45253,2.99E-06,3.00E-06,2.98E-06,-2.204423333,-2.229096667,-2.235073333,-12.72023717,-2.222864444,-3.29684,161.7073067,0.140148604,0.82218806,0.03151422,0.030153448,9.399224657,29.50561229,9.369071209,20.10638763,-9.90538,-10.54707,-10.00603,0.027507368,8.574406754,26.91638199
245,0.5796,12.13815,11.7271,1159.67004,0.90507,9.84E-07,9.85E-07,9.82E-07,-2.115416667,-2.07466,-2.06331,-13.83163994,-2.084462222,1.20049,115.5536545,0.080103359,0.919896641,0,0.009964746,3.251491454,11.86231704,3.241526708,8.610825585,-9.62849,-10.6889,-13.79167,0.018180804,5.932386839,21.64294586
247,0.58361,12.27828,11.85435,1228.58997,0.89307,1.32E-06,1.33E-06,1.32E-06,-2.421796667,-2.389486667,-2.493133333,-13.53787882,-2.434805556,1.5197,913.0181403,0.108262108,0.891737892,0,0.013359509,3.911463802,11.55977254,3.898104293,7.648308738,-10.66288,-11.09685,-12.71245,0.024051417,7.041894146,20.81131226
249,0.83159,20.2581,19.22142,4417.16016,0.32727,3.03E-06,3.05E-06,3.06E-06,-2.807623333,-2.727516667,-2.78221,-12.70036897,-2.77245,9.94138,150.1463136,0.088231207,0.859663749,0.046686119,0.030964226,9.210146624,25.37244357,9.179182398,16.16229695,-10.96349,-11.83095,-12.22543,0.020428247,6.076274942,16.73914101
250,0.61417,7.11918,5.94566,2071.25,0.73264,3.34E-06,3.32E-06,3.32E-06,-3.19302,-3.072743333,-3.17464,-12.61253825,-3.146801111,13.6124,277.8144195,0.117598344,0.85010352,0.032298137,0.032823196,9.687768855,20.74009943,9.654945659,11.05233057,-12.34091,-13.73496,-17.01981,0.048477048,14.30800458,30.63134991
251,0.53058,7.88214,7.25619,1194.67004,0.93333,3.88E-06,3.89E-06,3.91E-06,-3.607616667,-3.527933333,-3.723936667,-12.4571014,-3.619828889,0.195458,234.5672869,0.092520954,0.878787879,0.028691167,0.038732151,9.350068724,13.87759569,9.311336573,4.527526961,-13.96083,-17.62281,-19.47902,0.072873817,17.59197927,26.11043651
252,0.62679,16.277,15.70379,1556.06995,0.71472,3.84E-06,3.85E-06,3.82E-06,-3.385463333,-3.49817,-3.375666667,-12.47003819,-3.419766667,-5.09033,73.99456475,0.149853306,0.823741819,0.026404875,0.038281586,9.820614936,20.7689807,9.78233335,10.94836577,-13.36876,-13.61129,-16.5813,0.055155717,14.14944137,29.92373459
253,0.73042,24.32238,23.92011,2344.42993,0.52243,3.34E-06,3.30E-06,3.31E-06,-3.54098,-3.450483333,-3.571666667,-12.61554578,-3.521043333,7.12947,174.92555,0.099349593,0.862926829,0.037723577,0.032946746,7.762712728,18.06267328,7.729765981,10.29996055,-13.52517,-12.85376,-15.59099,0.034698069,8.175348948,19.02281614
254,0.80334,15.66519,14.44897,4133.66016,0.38887,1.96E-05,1.97E-05,1.95E-05,-4.63172,-4.674523333,-4.645176667,-10.83998099,-4.650473333,-3.70346,-88.26640372,0.165413534,0.814536341,0.020050125,0.194058136,21.91820612,49.49471603,21.72414799,27.57650991,-16.93231,-12.63339,-11.87735,0.152125133,17.18201615,38.79966297
255,0.83019,41.18296,41.05191,2277.42993,0.33677,3.39E-06,3.37E-06,3.38E-06,-2.18886,-2.136746667,-2.199743333,-12.59763485,-2.175116667,-2.37771,131.1647812,0.15920398,0.805970149,0,0.034224963,10.72041033,36.89846023,10.68618537,26.1780499,-8.71456,-9.3881,-9.37991,0.023234914,7.277956938,25.04991846
256,0.79181,10.89243,9.37565,4926.83984,0.41566,1.91E-05,1.91E-05,1.91E-05,-4.856193333,-4.796393333,-4.797976667,-10.86582222,-4.816854444,-3.37895,-71.7438003,0.350458716,0.611620795,0.037920489,0.185322557,22.54488562,49.72334506,22.35956306,27.17845944,-16.90341,-12.69486,-12.98949,0.155285603,18.89082591,41.66421914
257,0.78652,25.26264,24.67919,3221.18994,0.3905,4.47E-06,4.47E-06,4.48E-06,-3.33131,-3.377023333,-3.348083333,-12.31812215,-3.352138889,-2.70026,86.33442561,0.146544182,0.798775153,0.054680665,0.045085734,11.04019964,20.96846813,10.99511391,9.928268488,-13.77647,-15.32535,-18.47124,0.035491541,8.690857742,16.50640202
258,0.67089,14.78901,14.43667,2002.96997,0.6341,3.15E-06,3.14E-06,3.14E-06,-2.977966667,-2.9216,-2.925753333,-12.67128776,-2.941773333,-3.71752,533.0322657,0.158576052,0.841423948,0,0.031591675,10.06511036,26.8214263,10.03351869,16.75631594,-11.46072,-12.81297,-14.57,0.040382675,12.86592367,34.2850114
259,0.7208,17.15189,16.83791,2429.28003,0.534,3.30E-06,3.30E-06,3.30E-06,-2.810253333,-2.77774,-2.736973333,-12.62158809,-2.774988889,-3.16472,714.0734974,0.190960452,0.809039548,0,0.0333942,10.45158395,30.57803999,10.41818975,20.12645604,-11.05887,-11.94261,-12.61094,0.035948186,11.25092025,32.91664604
260,0.77,25.03222,24.50311,2721.07007,0.45447,3.59E-06,3.60E-06,3.59E-06,-3.119356667,-3.117733333,-3.097043333,-12.53457671,-3.111377778,-2.8471,319.8522256,0.142937853,0.788135593,0.068926554,0.035846241,9.978977669,25.53235388,9.943131428,15.55337621,-12.33757,-12.94682,-13.25401,0.032840784,9.142310081,23.39164431
261,0.77238,32.33411,32.02223,2458.26001,0.43841,4.74E-06,4.69E-06,4.67E-06,-3.58273,-3.628343333,-3.680586667,-12.26794805,-3.630553333,-2.9925,110.3392205,0.141025641,0.746794872,0.112179487,0.046878545,12.34914464,31.04599212,12.30226609,18.69684748,-13.17285,-13.1744,-13.20628,0.041430412,10.91395114,27.43788748
262,0.90228,22.16294,19.77265,7074.95996,0.21624,5.06E-06,5.06E-06,5.05E-06,-1.79212,-1.767006667,-1.773183333,-12.19414407,-1.777436667,-2.22465,-26.0416191,0.829710145,0.170289855,0,0.050257218,18.40868975,79.34874231,18.35843253,60.94005256,-6.95636,-8.27727,-10.2906,0.021907819,8.024603581,34.58921902
263,0.61887,9.80273,9.18961,1760.02002,0.78953,1.59E-06,1.59E-06,1.60E-06,-2.264913333,-2.324143333,-2.20781,-13.35177654,-2.265622222,-2.01501,133.3225674,0.125,0.8515625,0.0234375,0.015950529,4.914488578,15.12508008,4.898538049,10.2105915,-10.23418,-10.85443,-13.59991,0.025386826,7.821888896,24.07304322
264,0.83165,21.19984,20.79435,3865.05005,0.32417,2.15E-05,2.13E-05,2.12E-05,-5.18796,-5.215073333,-5.219003333,-10.75680349,-5.207345556,-4.36831,36.83758406,0.465201465,0.501831502,0.032967033,0.200116855,21.31787253,59.33755166,21.11775567,38.01967913,-19.04262,-11.3545,-11.64123,0.130773927,13.93097004,38.77636725
265,0.66858,16.51787,16.15375,1693.45996,0.68709,4.41E-06,4.44E-06,4.44E-06,-3.695673333,-3.581793333,-3.722746667,-12.32711097,-3.666737778,-3.54983,23.11270231,0.069444444,0.87370801,0.056847545,0.044716706,10.26635547,25.28614544,10.22163876,15.01978997,-13.85626,-12.71867,-13.82542,0.061936707,14.21983645,35.0236122
266,0.68262,18.49638,18.14826,1738.56006,0.65755,2.63E-06,2.64E-06,2.64E-06,-2.81243,-2.80812,-2.894143333,-12.84852671,-2.838231111,-2.23851,657.5922869,0.096774194,0.902248289,0.000977517,0.026345996,6.856998859,19.97715603,6.830652864,13.12015717,-11.54788,-10.8034,-11.57409,0.034922721,9.089239255,26.48055724
267,0.58642,8.03185,7.26129,1407.06006,0.77171,7.96E-06,8.01E-06,8.03E-06,-4.605646667,-4.47092,-4.535576667,-11.73606902,-4.537381111,-4.35858,268.9652188,0.136036036,0.796846847,0.067117117,0.079727513,11.95884995,19.2219977,11.87912244,7.263147752,-16.83311,-16.22621,-18.72577,0.124030079,18.60408096,29.90317656
268,0.48016,7.45349,6.48972,712.04901,0.98035,1.34E-06,1.34E-06,1.34E-06,-2.869706667,-2.905003333,-2.941186667,-13.52284094,-2.905298889,31.9349,1179.170827,0.058636074,0.794773741,0.146590185,0.013526457,4.074395769,7.813588221,4.060869312,3.739192452,-12.52441,-15.44047,-18.4566,0.026731904,8.052097806,15.44174404
269,0.65846,15.8509,15.35492,1737.81006,0.61299,2.04E-06,2.04E-06,2.03E-06,-2.5112,-2.496516667,-2.50198,-13.10256075,-2.503232222,0.165314,803.3494,0.128676471,0.762867647,0.108455882,0.020479595,6.233110042,19.9739456,6.212630447,13.74083555,-10.48485,-10.97953,-12.50302,0.025306928,7.702343095,24.68208983
270,0.80469,35.86719,35.71819,2370,0.33813,1.94E-06,1.94E-06,1.93E-06,-1.211933333,-1.25915,-1.31634,-13.15282258,-1.262474444,-3.07952,498.4741264,0.110632184,0.833333333,0,0.019191508,6.36045808,27.18198747,6.341266572,20.82152939,-6.26741,-7.05427,-8.41918,0.013081498,4.335475889,18.52804465
271,0.75733,26.37386,26.13832,1929.15002,0.51054,2.81E-06,2.81E-06,2.81E-06,-2.428496667,-2.422453333,-2.497383333,-12.78232607,-2.449444444,-3.01127,278.5428477,0.120891242,0.834546658,0.03264946,0.028568724,7.953160987,25.83779328,7.924592263,17.88463229,-10.55193,-10.38969,-10.38317,0.02940257,8.185292881,26.59193065
272,0.75617,26.24486,26.00171,1955.83997,0.51348,2.87E-06,2.87E-06,2.89E-06,-2.423503333,-2.479453333,-2.484316667,-12.75772026,-2.462424444,-3.13168,244.3399583,0.121509599,0.818717277,0.047993019,0.029395328,8.024187922,25.79489882,7.994792594,17.7707109,-10.7148,-10.245,-10.48435,0.030427517,8.305949757,26.70066251
273,0.78509,25.64462,25.41555,2274.38989,0.42343,2.75E-06,2.76E-06,2.75E-06,-2.18854,-2.16608,-2.23576,-12.80390965,-2.196793333,-2.54863,411.8825647,0.214285714,0.763736264,0,0.028120414,8.984700026,31.50555652,8.956579612,22.52085649,-9.2317,-9.89056,-10.22386,0.024003137,7.669196802,26.89264111
274,0.83225,33.01595,32.79335,2573.55005,0.33265,2.80E-06,2.79E-06,2.80E-06,-2.117123333,-2.005903333,-2.035103333,-12.78589114,-2.05271,-2.19154,736.1059321,0.174468085,0.770212766,0,0.027922674,9.016708037,34.27106227,8.988785364,25.25435424,-8.06839,-8.72356,-9.23335,0.018724456,6.046446455,22.981574
275,0.45714,9.6007,9.54557,829.42902,0.94826,1.86E-06,1.87E-06,1.86E-06,-3.197163333,-3.12401,-3.161286667,-13.19493407,-3.16082,30.3568,755.0819083,0.045152992,0.848971026,0.105875982,0.018659982,5.132948596,10.19426701,5.114288614,5.061318409,-13.50395,-14.33578,-17.13141,0.035670018,9.812033504,19.4871403
276,0.51924,13.17228,13.11194,1038.40002,0.8693,2.04E-06,2.02E-06,2.02E-06,-2.584853333,-2.66845,-2.64496,-13.10747476,-2.632754444,21.639,500.5464038,0.079039775,0.805273575,0.11568665,0.019811499,5.691409402,13.63675016,5.671597904,7.945340759,-12.03673,-12.81815,-15.13509,0.03471776,9.973651356,23.89710213
277,0.8853,12.48237,10.59437,8330.88965,0.22099,5.53E-06,5.54E-06,5.51E-06,-1.85377,-1.772373333,-1.75124,-12.10532274,-1.792461111,-3.36553,-50.50993959,0.768412439,0.226677578,0.004909984,0.053590195,18.33385289,82.31631458,18.2802627,63.98246169,-7.94038,-8.23595,-10.91487,0.02387386,8.167535679,36.67103911
278,0.8307,10.43754,9.58505,8104.58984,0.32704,5.62E-06,5.61E-06,5.60E-06,-2.52436,-2.50267,-2.52352,-12.09095984,-2.51685,-5.18924,-80.15567982,0.70435949,0.286519115,0.009121395,0.055779663,19.7397874,72.23541088,19.68400774,52.49562348,-9.02464,-10.2002,-14.68668,0.036774048,13.01391666,47.62288458
279,0.94786,29.01327,24.61711,8661.80957,0.09608,7.57E-06,7.52E-06,7.55E-06,-1.562916667,-1.503446667,-1.60939,-11.79396299,-1.558584444,-2.74159,-53.7714198,0.509259259,0.271296296,0.010185185,0.074870939,24.30792065,105.8373433,24.23304971,81.52942264,-6.01805,-6.1837,-7.4745,0.014501434,4.708097852,20.49918526
