No,VF,LCD,PLD,ASA,Density,Henry_0.1,Henry_30,Henry_100,Min(Ef)_0.1,Min(Ef)_30,Min(Ef)_100,Henry_ave,Min(Ef)_ave,Fe,Voro_H,V<12,"V=[12,16]",V>16,Adsorption_0.1bar,Adsorption_30bar,Adsorption_100bar,Work_12,Work_23,Enthalpy_0.1bar,Enthalpy_30bar,Enthalpy_100bar,Adsorption_0.1bar(g/L),Adsorption_30bar(g/L),Adsorption_100bar(g/L)
578,0.581940273,0.040915947,0.025611325,0.162564032,0.240405633,6.88E-06,6.89E-06,6.90E-06,-3.83141,-3.756026667,-3.844303333,-11.88543947,0.613504968,0.112853225,0.12904787,0.220602755,0.775727123,0.04236161,0.068000081,13.54852062,19.50783679,13.48052054,5.95931617,-15.03697,-17.88852,-20.06604,0.133589124,26.61665947,38.32399591
579,0.346041599,0.016018422,0.005613997,0.043144898,0.290555561,2.88E-05,2.88E-05,2.89E-05,-6.002373333,-6.099873333,-6.03091,-10.45513517,0.309256705,0.204190884,0.245348205,0.123508781,0.868178085,0.067703265,0.279217551,8.431861059,9.771656456,8.152643508,1.339795397,-21.11372,-23.22227,-21.77017,0.657735031,19.86239896,23.01846978
582,0.363859344,0.022157814,0.021143388,0.077103932,0.319551146,7.82E-06,7.86E-06,7.84E-06,-4.83052,-4.74806,-4.775783333,-11.75627172,0.480816148,0.20104853,0.395828012,0.05438478,0.901535517,0.241345205,0.077306476,6.832698276,8.660536818,6.7553918,1.827838542,-17.35674,-19.56452,-19.914,0.199586588,17.64037121,22.3594074
583,0.376230627,0.024238565,0.021956814,0.077050685,0.317276374,7.89E-06,7.86E-06,7.87E-06,-4.7231,-4.704553333,-4.75969,-11.7524525,0.488398954,0.19105812,0.308820053,0.070979588,0.880384821,0.262656234,0.078448753,6.972196547,8.867833816,6.893747794,1.895637269,-17.22729,-19.55957,-20.01414,0.201144009,17.87683696,22.73728491
590,0.405502322,0.017974238,0.002938002,0.069360418,0.29105963,6.06E-06,6.06E-06,6.06E-06,-3.985626667,-3.96844,-3.959606667,-12.01380076,0.591624911,0.140032432,0.2048171,0.046488596,0.952239411,0.036399602,0.060983862,8.855433469,11.75110049,8.794449607,2.895667021,-15.6755,-19.09298,-19.66209,0.143895532,20.89499196,27.72751341
591,0.486464511,0.034559404,0.034512778,0.078265258,0.38043748,5.26E-06,5.25E-06,5.20E-06,-5.194813333,-5.10413,-5.2789,-12.15918906,0.425269435,0.118895019,0.15118242,0.260258028,0.742147525,0.011977932,0.052464605,8.00567412,10.96992286,7.953209515,2.96424874,-17.5504,-19.34363,-20.84227,0.16036216,24.46996779,33.53042542
595,0.64462771,0.032108107,0.01675911,0.213693023,0.268593674,3.93E-06,3.95E-06,3.95E-06,-3.153343333,-3.22178,-3.173413333,-12.44432983,0.699003509,0.104878989,0.136856345,0.473487309,0.518048419,0.057305502,0.039616427,10.43942368,17.63566329,10.39980725,7.19623961,-12.52225,-15.36617,-17.85626,0.086536826,22.8035352,38.52276533
596,0.664461598,0.03346222,0.019918793,0.206655737,0.262157104,4.22E-06,4.22E-06,4.22E-06,-3.254923333,-3.249733333,-3.236643333,-12.37567543,0.69025194,0.107286389,0.10084113,0.399548804,0.586680777,0.085089983,0.042440102,11.38855633,19.08099633,11.34611623,7.69244,-12.61195,-15.91115,-18.27755,0.090574471,24.3051362,40.72212502
597,0.675196286,0.031556601,0.019583264,0.211798954,0.273076008,4.62E-06,4.62E-06,4.60E-06,-3.373503333,-3.3858,-3.347666667,-12.2872827,0.673650306,0.106266784,0.124526304,0.302216734,0.695043646,0.034666291,0.04584103,11.54390213,18.21865307,11.4980611,6.67475094,-13.02233,-16.46147,-18.3041,0.101736034,25.619643,40.43306867
598,0.666103725,0.033023323,0.020316372,0.19296802,0.275960833,4.46E-06,4.47E-06,4.46E-06,-3.397916667,-3.41405,-3.37289,-12.32036179,0.670114206,0.107274677,0.11124819,0.370545097,0.61989089,0.065848531,0.044619828,11.48039087,18.63140455,11.43577104,7.15101368,-12.95689,-16.46405,-18.6654,0.100029615,25.73696791,41.76825219
599,0.556953159,0.024739985,0.01595014,0.159045389,0.291297447,3.83E-06,3.83E-06,3.84E-06,-3.270933333,-3.236163333,-3.27525,-12.47264575,0.688388397,0.092986485,0.119071695,0.245838751,0.726703013,0.155586699,0.038663724,9.02123549,15.14440641,8.982571766,6.12317092,-13.28102,-15.84054,-17.92352,0.091301368,21.30294387,35.76233433
600,0.667846549,0.032762809,0.020149275,0.188959288,0.281327226,4.40E-06,4.42E-06,4.40E-06,-3.387596667,-3.358103333,-3.38892,-12.33163587,0.67239498,0.107223234,0.117733052,0.36393712,0.623021653,0.082726375,0.044097157,11.30344539,18.32911788,11.25934823,7.02567249,-12.98242,-16.3534,-18.85399,0.100703332,25.81333347,41.85764745
601,0.66859458,0.032158193,0.018753908,0.184925563,0.28900975,4.24E-06,4.23E-06,4.23E-06,-3.423693333,-3.439336667,-3.388926667,-12.37330856,0.667067826,0.111974231,0.109037609,0.355823833,0.630509273,0.085983319,0.042081322,10.65842968,17.44120995,10.61634836,6.78278027,-12.90246,-16.25479,-18.284,0.098621006,24.97889811,40.87489615
604,0.409521329,0.013273108,0.006970932,0.057294233,0.378149783,1.03E-05,1.03E-05,1.02E-05,-4.942153333,-4.932366667,-4.85321,-11.48336666,0.463865081,0.175949947,0.2004289,0.11479971,0.860090884,0.148907471,0.101683106,7.675364218,9.313900368,7.573681112,1.63853615,-18.18736,-22.32533,-22.41045,0.308988269,23.32341717,28.30249843
605,0.36426545,0.01580508,0.004293934,0.046677668,0.385416128,1.11E-05,1.11E-05,1.11E-05,-5.080536667,-5.097216667,-5.023046667,-11.40856545,0.442387424,0.185814047,0.139655583,0.07559358,0.893020081,0.17982621,0.111669361,7.183321688,8.469102729,7.071652327,1.285781041,-19.00384,-22.79339,-22.21234,0.345661775,22.23528196,26.21529361
606,0.369362242,0.014999111,0.005408914,0.047691424,0.377183005,9.97E-06,9.88E-06,9.96E-06,-4.827643333,-4.847683333,-4.892286667,-11.51894354,0.471134472,0.177317811,0.111133178,0.068696533,0.909881103,0.1322836,0.099488424,7.245275337,8.658698557,7.145786913,1.41342322,-18.40861,-22.59595,-22.10335,0.301569124,21.96186499,26.24623079
607,0.301356703,0.052274697,0.019622141,0.046725373,0.434838129,2.96E-06,2.96E-06,2.97E-06,-3.4109,-3.342423333,-3.353446667,-12.73032129,0.673659387,0.090464876,0.225768105,0.115388962,0.885274315,0.024933345,0.029192784,4.592297899,6.338590139,4.563105115,1.74629224,-15.25901,-19.51195,-20.70445,0.101614826,15.98496235,22.0634913
609,0.614429829,0.038858502,0.043928889,0.147378882,0.252269602,6.72E-06,6.70E-06,6.69E-06,-4.005013333,-4.01011,-4.016286667,-11.91340303,0.586279597,0.176382585,0.11981391,0.417071179,0.568587537,0.087269544,0.067141854,12.82509418,18.36857319,12.75795233,5.54347901,-14.52687,-17.77584,-19.80878,0.13811512,26.38204503,37.78533851
610,0.523476556,0.048327769,0.024935587,0.139051717,0.264380176,6.04E-06,6.02E-06,6.03E-06,-3.877226667,-3.881583333,-3.8695,-12.01876355,0.604580574,0.118868489,0.240199225,0.195688828,0.800408143,0.044269789,0.05972582,11.09786604,15.6270217,11.03814022,4.52915566,-14.84813,-18.39116,-20.29984,0.128500604,23.87715208,33.62166855
612,0.567984404,0.021671297,0.010397412,0.177681809,0.233549781,7.38E-06,7.38E-06,7.36E-06,-3.575843333,-3.573693333,-3.59602,-11.81809285,0.644658096,0.096405725,0.088631931,0.216112234,0.778868382,0.04897193,0.073806024,13.35322807,19.15398371,13.27942205,5.80075564,-14.50821,-18.43312,-19.83166,0.141049101,25.51906614,36.60476513
614,0.374185714,0.031762099,0.020443811,0.05038387,0.297858096,1.25E-05,1.24E-05,1.25E-05,-5.173763333,-5.062253333,-5.117816667,-11.28978191,0.435439621,0.233455114,0.253779899,0.038395474,0.933833278,0.16367961,0.121005214,7.800327729,10.18238589,7.679322515,2.382058161,-18.53689,-20.67822,-21.01334,0.291935367,18.81895387,24.56587172
615,0.384035158,0.027181982,0.021715081,0.05103044,0.283772606,1.78E-05,1.77E-05,1.77E-05,-5.438916667,-5.406623333,-5.481446667,-10.94194592,0.391257887,0.336119663,0.183928278,0.057552194,0.926170837,0.107973584,0.169390567,8.188815557,10.39458972,8.01942499,2.205774163,-19.3266,-21.43737,-21.70603,0.390062388,18.85671088,23.93603466
616,0.452767704,0.03361808,0.010136965,0.094279539,0.285827655,1.13E-05,1.13E-05,1.13E-05,-4.653823333,-4.635256667,-4.656226667,-11.39070783,0.499387561,0.353146948,0.218108705,0.101000716,0.886377665,0.089071066,0.111288437,10.24333617,13.19592532,10.13204773,2.95258915,-17.23342,-21.41007,-22.9421,0.258051841,23.75189933,30.59826257
617,0.299101544,0.014701061,0.007433232,0.046943576,0.315505671,1.19E-05,1.19E-05,1.18E-05,-4.754196667,-4.692213333,-4.783046667,-11.33897216,0.486486984,0.119692352,0.25571597,0.070740684,0.896689442,0.185653649,0.117402754,6.128819967,7.727853814,6.011417213,1.599033847,-18.59072,-21.27203,-20.74129,0.299401578,15.62977278,19.70764353
618,0.486287462,0.024068475,0.012413599,0.127132015,0.253448347,7.51E-06,7.49E-06,7.44E-06,-4.046366667,-3.9205,-3.950393333,-11.80327777,0.591462074,0.116896898,0.16740523,0.152117352,0.840281399,0.06338171,0.073621541,10.68224774,15.24819449,10.6086262,4.56594675,-15.82579,-18.36525,-19.34978,0.152121013,22.07226747,31.50668618
619,0.432681521,0.013210248,0.004022681,0.057655551,0.456197719,4.27E-06,4.28E-06,4.28E-06,-3.992586667,-3.92948,-3.898103333,-12.36155755,0.595870017,0.1949969,0.071974621,0.075222865,0.930908253,0,0.042939657,5.733098499,8.151397312,5.690158842,2.418298813,-15.53526,-18.67198,-20.28812,0.156617768,20.91085852,29.73134265
620,0.537925949,0.015129761,0.010649505,0.134559416,0.247743323,1.13E-05,1.14E-05,1.14E-05,-4.362563333,-4.414006667,-4.357823333,-11.3818972,0.536203504,0.110933013,0.104807099,0.157233305,0.817669692,0.147084117,0.11532015,12.9827851,16.89923257,12.86746495,3.91644747,-16.25036,-19.62653,-20.25468,0.233150401,26.2481583,34.16630008
622,0.311948645,0.012520474,0.011131746,0.03486446,0.353515039,8.35E-06,8.29E-06,8.37E-06,-4.9034,-4.841823333,-4.901166667,-11.69444734,0.467557965,0.312750986,0.149003466,0.088437358,0.847112969,0.33790542,0.083530594,6.626206699,8.339383008,6.542676105,1.713176309,-18.34596,-21.52387,-21.63053,0.237780206,18.86232,23.73908905
625,0.374493336,0.035475517,0.019871338,0.084032225,0.314893034,4.13E-06,4.12E-06,4.12E-06,-3.70821,-3.747203333,-3.671223333,-12.39965739,0.627356839,0.166117036,0.137602853,0.06841364,0.893397543,0.212661712,0.041320255,8.157324805,11.15582225,8.11600455,2.998497445,-15.0593,-19.74344,-20.59763,0.105177879,20.76391165,28.39638156
626,0.62856164,0.037176534,0.022431256,0.240594667,0.206150414,5.89E-06,5.90E-06,5.89E-06,-3.42648,-3.42197,-3.33505,-12.04225456,0.670175799,0.094124312,0.123465406,0.212462587,0.742354179,0.241611256,0.059005653,15.32103849,23.69851159,15.26203284,8.3774731,-13.20337,-16.90542,-19.28262,0.100156504,26.00601086,40.22597752
627,0.490015445,0.036831871,0.036779832,0.091768458,0.367251559,3.36E-06,3.35E-06,3.37E-06,-3.590376667,-3.564376667,-3.431243333,-12.60356958,0.651902214,0.077481458,0.146770684,0.161136853,0.824162859,0.097123943,0.033410712,7.256868587,10.36805901,7.223457875,3.111190423,-14.02963,-17.57078,-18.90507,0.098686824,21.43496116,30.62463368
628,0.518176159,0.026317523,0.028236857,0.072761048,0.231358763,7.26E-06,7.27E-06,7.26E-06,-3.65383,-3.629466667,-3.68098,-11.83313073,0.634728079,0.105134328,0.06668935,0.333476183,0.650658442,0.097231819,0.07223169,13.31789494,19.69316105,13.24566325,6.37526611,-14.67381,-18.63004,-20.48829,0.136806231,25.22398423,37.29868617
630,0.631756264,0.062676099,0.058415041,0.223653455,0.183244238,5.10E-06,5.09E-06,5.11E-06,-3.0146,-3.00012,-3.007933333,-12.18627002,0.722878922,0.126999965,0.250124378,0.308019506,0.694690669,0.008999903,0.051084716,14.65077548,25.39302296,14.59969076,10.74224748,-12.29778,-15.34314,-18.50153,0.077586039,22.25118839,38.56621368
631,0.612904996,0.060176733,0.05424888,0.184183366,0.215878165,4.65E-06,4.64E-06,4.62E-06,-3.16742,-3.11023,-3.102213333,-12.28079619,0.706661377,0.12506927,0.186693762,0.318132428,0.686388241,0,0.04651162,12.72122003,21.59905477,12.67470841,8.87783474,-12.70303,-15.71997,-18.84344,0.082477513,22.55811747,38.3008873
632,0.621210797,0.053504435,0.050079376,0.222810198,0.184150269,5.82E-06,5.81E-06,5.80E-06,-3.273436667,-3.30356,-3.27196,-12.05592999,0.685364264,0.113674177,0.109046534,0.24976512,0.745716794,0.045499504,0.058420982,14.38249486,23.90872923,14.32407388,9.52623437,-12.91688,-15.48537,-17.85229,0.089140938,21.94535309,36.48084077
635,0.466060747,0.032511371,0.010338929,0.111091654,0.348769038,2.80E-06,2.80E-06,2.80E-06,-3.629406667,-3.710446667,-3.616823333,-12.78589114,0.635073123,0.135595528,0.133722602,0.136645539,0.844796774,0.116392516,0.027912984,6.311863718,11.20656207,6.283950734,4.894698352,-14.64665,-15.44191,-17.81678,0.078424671,17.73389178,31.4860979
637,0.505914425,0.027805311,0.020483802,0.106310299,0.292070352,7.53E-06,7.57E-06,7.53E-06,-4.363023333,-4.32118,-4.4413,-11.79528838,0.536607115,0.121950017,0.186280099,0.140297091,0.837095034,0.135690832,0.074058054,9.993580294,14.23149055,9.91952224,4.237910256,-16.11474,-18.49068,-20.24,0.175328701,23.65929639,33.69233479
638,0.438046099,0.069017292,0.060594759,0.118538615,0.245892486,4.84E-06,4.84E-06,4.81E-06,-4.114936667,-4.106053333,-4.291926667,-12.24066409,0.564418911,0.131197255,0.25696537,0.069236235,0.922183292,0.07070951,0.048002015,7.649875298,14.69862994,7.601873283,7.048754642,-16.2757,-14.69463,-17.87116,0.096356013,15.3558446,29.50504007
639,0.616278882,0.039930028,0.00909094,0.171270446,0.25481321,7.51E-06,7.49E-06,7.47E-06,-4.112483333,-4.110253333,-4.11317,-11.80194176,0.572455269,0.157769927,0.078479196,0.250895501,0.737887822,0.077572927,0.076074285,13.92939972,18.90233322,13.85332544,4.9729335,-14.69322,-19.26474,-20.95925,0.157998735,28.92997986,39.25826886
640,0.632144665,0.040284103,0.011180204,0.188997321,0.253577596,7.59E-06,7.59E-06,7.61E-06,-4.14713,-4.211713333,-4.2188,-11.78736231,0.561480282,0.157053718,0.106247671,0.242522521,0.756145267,0.030458346,0.074850507,14.79791641,19.78235016,14.7230659,4.98443375,-14.66033,-19.72463,-21.69911,0.154735817,30.59121143,40.89535578
641,0.612627251,0.031565565,0.009878188,0.170799917,0.242709615,1.04E-05,1.04E-05,1.03E-05,-4.49889,-4.506926667,-4.491336667,-11.47370475,0.519733986,0.162915863,0.065764928,0.220375759,0.781211126,0.017169624,0.104263232,15.90715116,20.74486537,15.80288793,4.83771421,-15.61915,-20.98173,-22.63428,0.206703019,31.53610435,41.12692666
642,0.614082371,0.03338188,0.009327549,0.181367799,0.237160206,1.00E-05,1.00E-05,1.00E-05,-4.39727,-4.367103333,-4.431516667,-11.51292546,0.533411519,0.161662208,0.103570892,0.22218582,0.764147802,0.090227833,0.100085209,16.11047138,21.21069789,16.01038617,5.10022651,-15.52589,-20.52528,-22.28557,0.194088663,31.24197751,41.13251132
649,0.267018094,0.005385862,0.003876082,0.026875684,0.492648351,2.98E-06,2.96E-06,2.99E-06,-3.889143333,-3.957933333,-4.080376667,-12.72358726,0.590999291,0.207196704,0.209412225,0.062991519,0.920400836,0.109385798,0.029948795,4.008140377,5.559319521,3.978191582,1.551179144,-16.45108,-19.36892,-20.49883,0.117748222,15.75861072,21.85730637
650,0.270800298,0.014840786,0.003756998,0.030303047,0.477552139,3.03E-06,3.01E-06,3.00E-06,-3.943113333,-3.796996667,-3.851156667,-12.71357048,0.606262363,0.211315761,0.201546456,0.067176669,0.927773405,0.053851469,0.029964999,4.184385706,5.851563053,4.154420707,1.667177347,-16.2786,-19.45114,-20.44944,0.114284229,15.9589291,22.31741681
651,0.2755275,0.006749835,0.004963323,0.039999527,0.444606723,2.83E-06,2.84E-06,2.84E-06,-3.84525,-3.79171,-3.743733333,-12.77170651,0.615822517,0.189045375,0.212743096,0.070039935,0.917008751,0.09163537,0.028511591,4.315596954,6.180068502,4.287085363,1.864471548,-15.74794,-18.94281,-19.7547,0.101415732,15.3505788,21.98250429
652,0.31407655,0.019853525,0.007077094,0.079244675,0.301146175,5.06E-06,5.10E-06,5.07E-06,-4.322043333,-4.341813333,-4.257026667,-12.1901993,0.545896984,0.13395466,0.186544783,0.063423984,0.905196961,0.180178044,0.050259468,7.039805329,9.595582555,6.989545861,2.555777226,-16.16253,-19.34488,-20.34555,0.122543993,17.16464356,23.39620865
654,0.802730048,0.068177036,0.025828662,0.281397016,0.204302421,8.37E-06,8.37E-06,8.36E-06,-3.81497,-3.84201,-3.786746667,-11.69085667,0.612960766,0.103303412,0.079120503,0.343033956,0.623984131,0.178975326,0.083293867,18.98239556,28.95144075,18.89910169,9.96904519,-13.75764,-16.80907,-19.61973,0.140183054,31.94725221,48.7250925
655,0.247138837,0.043541481,0.031637939,0.040813553,0.413949004,2.44E-06,2.44E-06,2.44E-06,-3.601013333,-3.497553333,-3.505073333,-12.92351252,0.651101196,0.441391949,0.175520117,0.04599436,0.917808568,0.203826869,0.024490409,3.909044312,5.290076805,3.884553903,1.381032493,-15.0371,-18.81559,-20.481,0.081257138,12.96988353,17.55203435
656,0.272548655,0.021753541,0.010171275,0.042331742,0.390557629,7.19E-06,7.20E-06,7.19E-06,-4.60757,-4.629913333,-4.62557,-11.84281939,0.503121911,0.326190208,0.133041017,0.041019484,0.94255755,0.109198812,0.070596888,4.548487905,5.894358913,4.477891017,1.345871008,-17.92723,-20.82762,-21.10278,0.221356525,14.2617827,18.48176091
657,0.270137472,0.018474313,0.012134882,0.032061716,0.548201896,1.43E-06,1.44E-06,1.43E-06,-3.67196,-3.822256667,-3.760533333,-13.45783611,0.621540418,0.212703232,0.145466787,0.108325282,0.872390967,0.120772881,0.014406887,2.589995125,4.521026284,2.575588238,1.931031159,-15.6063,-15.4708,-16.91351,0.062884393,11.30502872,19.73375606
658,0.430284723,0.022461803,0.006766294,0.07154528,0.241208524,1.84E-05,1.83E-05,1.83E-05,-5.115016667,-5.129696667,-5.137223333,-10.9086095,0.434163713,0.089503573,0.158826021,0.112353825,0.867294357,0.125764576,0.178435312,12.90083509,16.3617686,12.72239978,3.46093351,-19.15337,-20.98128,-20.77405,0.351661191,25.42502931,32.24585411
661,0.596978353,0.052834382,0.019049669,0.183628077,0.242874019,5.11E-06,5.13E-06,5.11E-06,-3.76579,-3.749766667,-3.700026667,-12.18235612,0.623318608,0.106095566,0.082416262,0.318059193,0.67795963,0.040755482,0.050915177,12.01389313,19.93500197,11.96297795,7.92110884,-14.0243,-16.22983,-18.91154,0.101005184,23.83307995,39.54692211
662,0.41303796,0.020087932,0.020706152,0.082607272,0.393677686,2.30E-06,2.32E-06,2.30E-06,-3.54815,-3.561433333,-3.50591,-12.97826303,0.650563047,0.135510437,0.11243391,0.185544219,0.802004823,0.085566233,0.023134018,5.620824903,10.2119581,5.597690885,4.591133197,-14.20862,-16.73399,-19.32277,0.073099597,17.76085916,32.2680661
663,0.692643336,0.058495325,0.031592043,0.268017914,0.189591885,6.78E-06,6.81E-06,6.79E-06,-3.691036667,-3.782566667,-3.73089,-11.90005962,0.623822101,0.112578216,0.109481835,0.247669546,0.745950147,0.054492557,0.067282665,16.36071466,27.63821036,16.293432,11.2774957,-13.69085,-15.43716,-18.85078,0.105517654,25.6580835,43.34428685
664,0.676016243,0.045724085,0.03164763,0.251071269,0.202673891,6.24E-06,6.24E-06,6.23E-06,-3.707413333,-3.68584,-3.701416667,-11.98453038,0.628808145,0.111705045,0.096729237,0.28982818,0.712020619,0.013706963,0.062408706,14.95661814,24.83154307,14.89420943,9.87492493,-13.71248,-15.72805,-18.47362,0.104240866,24.98194445,41.47596895
665,0.796251169,0.104967,0.100025967,0.37514853,0.127893872,4.51E-06,4.50E-06,4.51E-06,-3.0147,-3.05834,-2.998846667,-12.3092134,0.720643699,0.126962693,0.130172933,0.601500978,0.373903035,0.130563797,0.045265723,15.1358463,42.44623678,15.09058058,27.31039048,-10.58031,-11.92578,-15.45983,0.049209443,16.45453824,46.1443128
666,0.35800235,0.011301941,0.006995216,0.039785452,0.449176946,2.57E-06,2.57E-06,2.57E-06,-3.307673333,-3.310096667,-3.3386,-12.87160466,0.680487635,0.160591128,0.176950367,0.235378194,0.769691122,0,0.026098251,3.838428324,6.110777346,3.812330073,2.272349022,-14.29048,-15.84771,-16.68958,0.093761643,13.79009443,21.95382838
667,0.538898611,0.043619467,0.04004746,0.158328186,0.235159182,6.39E-06,6.36E-06,6.37E-06,-3.744866667,-3.687853333,-3.757606667,-11.96391109,0.624465276,0.080909692,0.281213598,0.176964459,0.794873494,0.161149193,0.063171459,12.4048584,18.16039554,12.34168694,5.75553714,-15.17517,-17.48277,-19.58642,0.121518469,23.86234907,34.93386895
672,0.6813266,0.072821357,0.034070307,0.23917004,0.191185001,7.04E-06,7.03E-06,7.09E-06,-4.374986667,-4.236053333,-4.292846667,-11.86248294,0.546668642,0.123490522,0.111061152,0.253374024,0.736698041,0.071316643,0.070340191,13.73519713,27.09028939,13.66485694,13.35509226,-15.38706,-14.1993,-17.2677,0.11118659,21.71119689,42.82156282
675,0.161097561,0.008365807,0.006635959,0.013761295,0.325426778,2.63E-06,2.62E-06,2.63E-06,-3.254843333,-3.21283,-3.202236667,-12.84852671,0.693493088,0.126156301,0.183626069,0.1364845,0.867370626,0.008962965,0.025613859,3.497903788,5.408027535,3.472289929,1.910123747,-15.76949,-16.80162,-17.44262,0.067302428,9.191017233,14.21001757
676,0.204111559,0.006471394,0.007446711,0.02947033,0.411534644,8.30E-06,8.28E-06,8.30E-06,-4.597976667,-4.74278,-4.69293,-11.70046059,0.495375057,0.175033939,0.109820461,0.026557192,0.973072427,0.032711184,0.082048936,3.898955331,4.490087132,3.816906395,0.591131801,-19.25026,-22.2547,-21.77274,0.270686694,12.86299836,14.81319444
677,0.745648418,0.059704894,0.052170199,0.340593457,0.158656023,5.43E-06,5.48E-06,5.45E-06,-3.650423333,-3.71782,-3.628293333,-12.11989495,0.633263456,0.132413184,0.185171696,0.426297847,0.558791974,0.089703299,0.055273537,9.815448624,28.06981789,9.760175087,18.25436927,-13.97772,-11.40291,-13.13106,0.073349175,13.02531185,37.24925324
678,0.600103264,0.025459676,0.025794463,0.131397201,0.251706079,1.10E-05,1.10E-05,1.10E-05,-4.142316667,-4.133443333,-4.094736667,-11.41761529,0.570884863,0.061101901,0.069128563,0.128510249,0.856477864,0.099654444,0.109312769,14.70785373,18.70367615,14.59854096,3.99582242,-16.03783,-20.27417,-21.10605,0.224383021,30.19036732,38.39247137
681,0.722718389,0.02455488,0.015573839,0.257390265,0.224597779,5.66E-06,5.66E-06,5.66E-06,-3.33882,-3.363436667,-3.37528,-12.08208667,0.674986597,0.06995332,0.065051801,0.219719749,0.774116938,0.054340643,0.055754181,14.59972445,23.0726851,14.54397027,8.47296065,-12.61642,-16.18597,-18.42628,0.102658305,26.8819834,42.48296192
682,0.464667594,0.022683884,0.011408346,0.091290105,0.324651288,6.43E-06,6.40E-06,6.41E-06,-4.090646667,-4.210326667,-4.149586667,-11.95765129,0.56724994,0.156949383,0.160676185,0.184590967,0.783825539,0.17730735,0.063144397,9.393256985,12.80743192,9.330112588,3.414174935,-16.03531,-19.74475,-20.6486,0.165534993,24.62471426,33.57507964
683,0.601309408,0.030458632,0.022333895,0.141031633,0.329733335,4.38E-06,4.36E-06,4.38E-06,-3.269083333,-3.29996,-3.263566667,-12.34074755,0.686106412,0.058283217,0.047277473,0.2289203,0.772868854,0.015928514,0.043091792,9.317139174,14.18883507,9.274047382,4.871695896,-13.7696,-17.09288,-19.16602,0.114674291,24.79442779,37.75880557
686,0.435579588,0.006322032,0.004273771,0.095597346,0.254787361,8.62E-06,8.63E-06,8.60E-06,-4.236706667,-4.21621,-4.276713333,-11.66142547,0.554579998,0.110180587,0.160690134,0.109411119,0.841216282,0.264967711,0.086549333,11.25044062,14.80914097,11.16389129,3.55870035,-16.27239,-19.33735,-20.01403,0.179736922,23.36377991,30.75412972
690,0.486726764,0.024005167,0.010844897,0.10669498,0.301826021,5.85E-06,5.85E-06,5.82E-06,-3.725246667,-3.77248,-3.73109,-12.05077976,0.622717807,0.108385132,0.118419852,0.152357996,0.801239795,0.249364456,0.058080297,9.472260487,13.43237778,9.41418019,3.960117293,-14.89631,-18.81011,-20.10117,0.141920877,23.14574114,32.82240173
691,0.558788933,0.032091075,0.030578102,0.136023163,0.262524169,8.06E-06,8.04E-06,8.04E-06,-4.06389,-4.023133333,-4.00448,-11.72983847,0.583551324,0.102688038,0.103318028,0.211387878,0.781009379,0.06150526,0.080169275,12.40081203,16.18032237,12.32064276,3.77951034,-15.29122,-19.43553,-20.09109,0.171324498,26.50096175,34.57790531
693,0.544550893,0.035731549,0.030329908,0.123136323,0.304700506,4.44E-06,4.45E-06,4.44E-06,-3.423313333,-3.451123333,-3.44387,-12.32485618,0.664055497,0.084069388,0.162703861,0.152048955,0.850331917,0.015535103,0.044252116,9.653485719,13.6544813,9.609233603,4.000995581,-13.92548,-17.81207,-19.39641,0.109123301,23.8049684,33.67120493
694,0.530288508,0.032277637,0.025244938,0.118630982,0.315040377,4.81E-06,4.84E-06,4.82E-06,-3.6587,-3.744193333,-3.761183333,-12.24273663,0.625657041,0.094048798,0.164436979,0.152201904,0.853418856,0,0.048129888,9.642443674,13.3365133,9.594313786,3.694069626,-14.52682,-18.45637,-19.79032,0.122566638,24.5552597,33.96250563
695,0.480227968,0.01980187,0.017392629,0.08797054,0.309379298,7.32E-06,7.33E-06,7.34E-06,-3.95859,-4.046216667,-4.024826667,-11.82353504,0.586360259,0.100355894,0.181147587,0.205286603,0.789684023,0.049363847,0.073631238,10.150163,13.15551329,10.07653176,3.00535029,-15.85504,-20.77282,-21.5217,0.184257225,25.40010078,32.92078792
696,0.483368371,0.019876831,0.01759994,0.088587226,0.308833869,7.35E-06,7.37E-06,7.37E-06,-3.961936667,-3.936973333,-4.008753333,-11.81945063,0.591897769,0.10073256,0.122111187,0.212095412,0.784725493,0.040278249,0.074698541,10.2350062,13.28685287,10.16030766,3.05184667,-15.91423,-20.76141,-21.20814,0.186610348,25.56888052,33.19294067
697,0.48542103,0.020016556,0.017854595,0.089940024,0.307621519,7.31E-06,7.32E-06,7.33E-06,-4.051233333,-4.047296667,-4.019633333,-11.82490023,0.582340945,0.101281673,0.126285336,0.21812013,0.776308697,0.051553088,0.073836244,10.28531528,13.32341593,10.21147904,3.03810065,-15.85574,-20.70468,-20.98816,0.183758093,25.59731934,33.15831582
698,0.488862415,0.020325027,0.018241256,0.092598784,0.30592061,7.29E-06,7.31E-06,7.34E-06,-3.98103,-4.024553333,-3.957196667,-11.82626728,0.589395439,0.101578424,0.122943983,0.222025884,0.770547634,0.060322292,0.073333238,10.38794123,13.50600085,10.31460799,3.11805962,-15.8068,-20.73136,-21.09402,0.181533521,25.71493635,33.43356922
